11362
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatorzième extrait>,<>,<>
quelqu'un,quelqu'un,52
d',de,81
adroit,adroit,30
et,et,82
de,de,81
bien,bien,60
payé,payé,31
",",",",p
on,on,51
pourrait,pouvoir,16
ne,ne,60
pas,pas,60
désespérer,désespérer,14
du,de,81
du,le,71
succès,succès,21
/.,/.,P
-,-,p
moi,moi,51
",",",",p
mon,mon,73
cher,cher,30
baron,baron,21
",",",",p
j',je,51
en,en,52
désespérais,désespérer,18
;,;,p
je,je,51
désavoue,désavouer,17
d',de,81
avance,avance,22
toutes,tout,75
les,le,71
paroles,parole,22
que,que,52
vous,vous,51
pourrez,pouvoir,15
porter,porter,14
en,en,81
mon,mon,73
nom,nom,21
;,;,p
mais,mais,82
le,le,71
jour,jour,21
où,où,60
cette,ce,74
alliance,alliance,22
illustre,illustre,30
viendra,venir,15
enfin,enfin,60
combler,combler,14
mes,mon,73
voeux,voeu,21
et,et,82
me,je,51
donner,donner,14
une,un,71
si,si,60
haute,haut,30
position,position,22
dans,dans,81
l',le,71
état,état,21
",",",",p
je,je,51
vous,vous,51
offrirai,offrir,15
",",",",p
moi,moi,51
",",",",p
trois,trois,72
cent,cent,72
mille,mille,72
francs,franc,21
de,de,81
mon,mon,73
argent,argent,21
",",",",p
ou,ou,82
bien,bien,60
je,je,51
conseillerai,conseiller,15
au,à,81
au,le,71
prince,prince,21
de,de,81
vous,vous,51
accorder,accorder,14
une,un,71
marque,marque,22
de,de,81
faveur,faveur,22
que,que,52
vous-même,vous-même,51
vous,vous,51
préférerez,préférer,15
à,à,81
cette,ce,74
somme,somme,22
d',de,81
argent,argent,21
/.,/.,P
le,le,71
lecteur,lecteur,21
trouve,trouver,17
cette,ce,74
conversation,conversation,22
longue,long,30
;,;,p
pourtant,pourtant,60
nous,nous,51
lui,lui,51
faisons,faire,17
grâce,grâce,22
de,de,81
plus,plus,60
de,de,81
la,le,71
moitié,moitié,22
;,;,p
elle,il,51
se,se,51
prolongea,prolonger,19
encore,encore,60
deux,deux,72
heures,heure,22
/.,/.,P
le,le,71
Rassi,Rassi,20
sortit,sortir,19
de,de,81
chez,chez,81
le,le,71
comte,comte,21
fou,fou,30
de,de,81
bonheur,bonheur,21
;,;,p
le,le,71
comte,comte,21
resta,rester,19
avec,avec,81
de,de,81
grandes,grand,30
espérances,espérance,22
de,de,81
sauver,sauver,14
Fabrice,Fabrice,20
",",",",p
et,et,82
plus,plus,60
résolu,résolu,31
que,que,83
jamais,jamais,60
à,à,81
donner,donner,14
sa,son,73
démission,démission,22
/.,/.,P
il,il,51
trouvait,trouver,18
que,que,83
son,son,73
crédit,crédit,21
avait,avoir,18
raison,raison,22
d',de,81
être,être,14
renouvelé,renouveler,12
par,par,81
la,le,71
présence,présence,22
au,à,81
au,le,71
pouvoir,pouvoir,21
de,de,81
gens,gens,21
tels,tel,75
que,que,83
Rassi,Rassi,20
et,et,82
le,le,71
général,général,21
Conti,Conti,20
;,;,p
il,il,51
jouissait,jouir,18
avec,avec,81
délices,délice,21
d',de,81
une,un,71
possibilité,possibilité,22
qu',que,52
il,il,51
venait,venir,18
d',de,81
entrevoir,entrevoir,14
de,de,81
se,se,51
venger,venger,14
du,de,81
du,le,71
prince,prince,21
:,:,p
il,il,51
peut,pouvoir,17
faire,faire,14
partir,partir,14
la,le,71
duchesse,duchesse,22
",",",",p
s',se,51
écriait,écrier,18
il,il,51
",",",",p
mais,mais,82
parbleu,parbleu,93
il,il,51
renoncera,renoncer,15
à,à,81
l',le,71
espoir,espoir,21
d',de,81
être,être,14
roi,roi,21
constitutionnel,constitutionnel,30
de,de,81
la,le,71
Lombardie,Lombardie,20
/.,/.,P
(,(,p
cette,ce,74
chimère,chimère,22
était,être,18
ridicule,ridicule,30
:,:,p
le,le,71
prince,prince,21
avait,avoir,18
beaucoup,beaucoup,60
d',de,81
esprit,esprit,21
",",",",p
mais,mais,82
",",",",p
à,à,81
force,force,22
d',de,81
y,y,52
rêver,rêver,14
",",",",p
il,il,51
en,en,52
était,être,18
devenu,devenir,12
amoureux,amoureux,21
fou,fou,30
/.,/.,P
),),p
le,le,71
comte,comte,21
ne,ne,60
se,se,51
sentait,sentir,18
pas,pas,60
de,de,81
joie,joie,22
en,en,81
courant,courir,13
chez,chez,81
la,le,71
duchesse,duchesse,22
lui,lui,51
rendre,rendre,14
compte,compte,21
de,de,81
sa,son,73
conversation,conversation,22
avec,avec,81
le,le,71
fiscal,fiscal,21
/.,/.,P
il,il,51
trouva,trouver,19
la,le,71
porte,porte,22
fermée,fermé,31
pour,pour,81
lui,lui,51
;,;,p
le,le,71
portier,portier,21
n',ne,60
osait,oser,18
presque,presque,60
pas,pas,60
lui,lui,51
avouer,avouer,14
cet,ce,74
ordre,ordre,21
reçu,reçu,31
de,de,81
la,le,71
bouche,bouche,22
même,même,30
de,de,81
sa,son,73
maîtresse,maîtresse,22
/.,/.,P
le,le,71
comte,comte,21
regagna,regagner,19
tristement,tristement,60
le,le,71
palais,palais,21
du,de,81
du,le,71
ministère,ministère,21
",",",",p
le,le,71
malheur,malheur,21
qu',que,52
il,il,51
venait,venir,18
d',de,81
essuyer,essuyer,14
éclipsait,éclipser,18
en,en,81
entier,entier,30
la,le,71
joie,joie,22
que,que,52
lui,lui,51
avait,avoir,18
donnée,donner,12
sa,son,73
conversation,conversation,22
avec,avec,81
le,le,71
confident,confident,21
du,de,81
du,le,71
prince,prince,21
/.,/.,P
n',ne,60
ayant,avoir,13
plus,plus,60
le,le,71
coeur,coeur,21
de,de,81
s',se,51
occuper,occuper,14
de,de,81
rien,rien,52
",",",",p
le,le,71
comte,comte,21
errait,errer,18
tristement,tristement,60
dans,dans,81
sa,son,73
galerie,galerie,22
de,de,81
tableaux,tableau,21
",",",",p
quand,quand,83
",",",",p
un,un,71
quart,quart,21
d',de,81
heure,heure,22
après,après,81
",",",",p
il,il,51
reçut,recevoir,19
un,un,71
billet,billet,21
ainsi,ainsi,60
conçu,conçu,31
:,:,p
“,“,p
puisqu',puisque,83
il,il,51
est,être,17
vrai,vrai,30
",",",",p
cher,cher,30
et,et,82
bon,bon,30
ami,ami,21
",",",",p
que,que,83
nous,nous,51
ne,ne,60
sommes,être,17
plus,plus,60
qu',que,83
amis,ami,30
",",",",p
il,il,51
faut,falloir,17
ne,ne,60
venir,venir,14
me,je,51
voir,voir,14
que,que,83
trois,trois,72
fois,fois,22
par,par,81
semaine,semaine,22
/.,/.,P
dans,dans,81
quinze,quinze,72
jours,jour,21
nous,nous,51
réduirons,réduire,15
ces,ce,74
visites,visite,22
",",",",p
toujours,toujours,60
si,si,60
chères,cher,30
à,à,81
mon,mon,73
coeur,coeur,21
",",",",p
à,à,81
deux,deux,72
par,par,81
mois,mois,21
/.,/.,P
si,si,83
vous,vous,51
voulez,vouloir,17
me,je,51
plaire,plaire,14
",",",",p
donnez,donner,17
de,de,81
la,le,71
publicité,publicité,22
à,à,81
cette,ce,74
sorte,sorte,22
de,de,81
rupture,rupture,22
;,;,p
si,si,83
vous,vous,51
vouliez,vouloir,17
me,je,51
rendre,rendre,14
presque,presque,60
tout,tout,75
l',le,71
amour,amour,21
que,que,52
jadis,jadis,60
j',je,51
eus,avoir,19
pour,pour,81
vous,vous,51
",",",",p
vous,vous,51
feriez,faire,16
choix,choix,21
d',de,81
une,un,71
nouvelle,nouveau,30
amie,amie,22
/.,/.,P
quant,quand,83
à,à,81
moi,moi,51
",",",",p
j',je,51
ai,avoir,17
de,de,81
grands,grand,30
projets,projet,21
de,de,81
dissipation,dissipation,22
:,:,p
je,je,51
compte,compter,17
aller,aller,14
beaucoup,beaucoup,60
dans,dans,81
le,le,71
monde,monde,21
",",",",p
peut-être,peut-être,60
même,même,60
trouverai,trouver,15
je,je,51
un,un,71
homme,homme,21
d',de,81
esprit,esprit,21
pour,pour,81
me,je,51
faire,faire,14
oublier,oublier,14
mes,mon,73
malheurs,malheur,21
/.,/.,P
sans,sans,81
doute,doute,21
en,en,81
qualité,qualité,22
d',de,81
ami,ami,21
la,le,71
première,premier,72
place,place,22
dans,dans,81
mon,mon,73
coeur,coeur,21
vous,vous,51
sera,être,15
toujours,toujours,60
réservée,réserver,12
;,;,p
mais,mais,82
je,je,51
ne,ne,60
veux,vouloir,17
plus,plus,60
que,que,83
l',l',94
on,on,51
dise,dire,17
que,que,83
mes,mon,73
démarches,démarche,22
ont,avoir,17
été,être,12
dictées,dicter,12
par,par,81
votre,votre,73
sagesse,sagesse,22
;,;,p
je,je,51
veux,vouloir,17
surtout,surtout,60
que,que,83
l',l',94
on,on,51
sache,savoir,17
bien,bien,60
que,que,83
j',je,51
ai,avoir,17
perdu,perdre,12
toute,tout,75
influence,influence,22
sur,sur,81
vos,votre,73
déterminations,détermination,22
/.,/.,P
en,en,81
un,un,71
mot,mot,21
",",",",p
cher,cher,30
comte,comte,21
",",",",p
croyez,croire,17
que,que,83
vous,vous,51
serez,être,15
toujours,toujours,60
mon,mon,73
ami,ami,21
le,le,71
plus,plus,60
cher,cher,30
",",",",p
mais,mais,82
jamais,jamais,60
autre,autre,75
chose,chose,22
/.,/.,P
ne,ne,60
gardez,garder,17
",",",",p
je,je,51
vous,vous,51
prie,prier,17
",",",",p
aucune,aucun,75
idée,idée,22
de,de,81
retour,retour,21
",",",",p
tout,tout,52
est,être,17
bien,bien,60
fini,finir,12
/.,/.,P
comptez,compter,17
à,à,81
jamais,jamais,60
sur,sur,81
mon,mon,73
amitié,amitié,22
/.,/.,P
“,“,p
ce,ce,74
dernier,dernier,30
trait,trait,21
fut,être,19
trop,trop,60
fort,fort,30
pour,pour,81
le,le,71
courage,courage,21
du,de,81
du,le,71
comte,comte,21
:,:,p
il,il,51
fit,faire,19
une,un,71
belle,beau,30
lettre,lettre,22
au,à,81
au,le,71
prince,prince,21
pour,pour,81
donner,donner,14
sa,son,73
démission,démission,22
de,de,81
tous,tout,75
ses,son,73
emplois,emploi,21
",",",",p
et,et,82
il,il,51
l',le,52
adressa,adresser,19
à,à,81
la,le,71
duchesse,duchesse,22
avec,avec,81
prière,prière,22
de,de,81
la,le,52
faire,faire,14
parvenir,parvenir,14
au,à,81
au,le,71
palais,palais,21
/.,/.,P
un,un,71
instant,instant,21
après,après,81
",",",",p
il,il,51
reçut,recevoir,19
sa,son,73
démission,démission,22
",",",",p
déchirée,déchiré,31
en,en,81
quatre,quatre,72
",",",",p
et,et,82
",",",",p
sur,sur,81
un,un,52
des,de,81
des,le,71
blancs,blanc,21
du,de,81
du,le,71
papier,papier,21
",",",",p
la,le,71
duchesse,duchesse,22
avait,avoir,18
daigné,daigner,12
écrire,écrire,14
:,:,p
non,non,60
",",",",p
mille,mille,72
fois,fois,22
non,non,60
/!,/!,P
il,il,51
serait,être,16
difficile,difficile,30
de,de,81
décrire,décrire,14
le,le,71
désespoir,désespoir,21
du,de,81
du,le,71
pauvre,pauvre,30
ministre,ministre,21
/.,/.,P
elle,il,51
a,avoir,17
raison,raison,22
",",",",p
j',je,51
en,en,52
conviens,convenir,17
",",",",p
se,se,51
disait,dire,18
il,il,51
à,à,81
chaque,chaque,75
instant,instant,21
;,;,p
mon,mon,73
omission,omission,22
du,de,81
du,le,71
mot,mot,21
procédure,procédure,22
injuste,injuste,30
est,être,17
un,un,71
affreux,affreux,30
malheur,malheur,21
;,;,p
elle,il,51
entraînera,entraîner,15
peut-être,peut-être,60
la,le,71
mort,mort,22
de,de,81
Fabrice,Fabrice,20
",",",",p
et,et,82
celle-ci,celui-ci,52
amènera,amener,15
la,le,71
mienne,mien,52
/.,/.,P
ce,ce,52
fut,être,19
avec,avec,81
la,le,71
mort,mort,22
dans,dans,81
l',le,71
âme,âme,22
que,que,83
le,le,71
comte,comte,21
",",",",p
qui,qui,52
ne,ne,60
voulait,vouloir,18
pas,pas,60
paraître,paraître,14
au,à,81
au,le,71
palais,palais,21
du,de,81
du,le,71
souverain,souverain,21
avant,avant,81
d',de,81
y,y,52
être,être,14
appelé,appeler,12
",",",",p
écrivit,écrire,19
de,de,81
sa,son,73
main,main,22
le,le,71
motu proprio,motu proprio,21
qui,qui,52
nommait,nommer,18
Rassi,Rassi,20
chevalier,chevalier,21
de,de,81
l',le,71
ordre,ordre,21
de,de,81
Saint-Paul,Saint-Paul,20
et,et,82
lui,lui,51
conférait,conférer,18
la,le,71
noblesse,noblesse,22
transmissible,transmissible,30
;,;,p
le,le,71
comte,comte,21
y,y,52
joignit,joindre,19
un,un,71
rapport,rapport,21
d',de,81
une,un,71
demi-pause,demi-pause,22
qui,qui,52
exposait,exposer,18
au,à,81
au,le,71
prince,prince,21
les,le,71
raisons,raison,22
d',de,81
état,état,21
qui,qui,52
conseillaient,conseiller,18
cette,ce,74
mesure,mesure,22
/.,/.,P
il,il,51
trouva,trouver,19
une,un,71
sorte,sorte,22
de,de,81
joie,joie,22
mélancolique,mélancolique,30
à,à,81
faire,faire,14
de,de,81
ces,ce,74
pièces,pièce,22
deux,deux,72
belles,belle,22
copies,copie,22
qu',que,52
il,il,51
adressa,adresser,19
à,à,81
la,le,71
duchesse,duchesse,22
/.,/.,P
il,il,51
se,se,51
perdait,perdre,18
en,en,81
suppositions,supposition,22
;,;,p
il,il,51
cherchait,chercher,18
à,à,81
deviner,deviner,14
quel,quel,52
serait,être,16
à,à,81
l',le,71
avenir,avenir,21
le,le,71
plan,plan,21
de,de,81
conduite,conduite,22
de,de,81
la,le,71
femme,femme,22
qu',que,52
il,il,51
aimait,aimer,18
/.,/.,P
elle,il,51
n',ne,60
en,en,52
sait,savoir,17
rien,rien,52
elle-même,lui-même,51
",",",",p
se,se,51
disait,dire,18
il,il,51
;,;,p
une,un,71
seule,seul,30
chose,chose,22
reste,rester,17
certaine,certain,30
",",",",p
c',ce,52
est,être,17
que,que,83
",",",",p
pour,pour,81
rien,rien,52
au,à,81
au,le,71
monde,monde,21
",",",",p
elle,il,51
ne,ne,60
manquerait,manquer,16
aux,à,81
aux,le,71
résolutions,résolution,22
qu',que,52
elle,il,51
m',je,51
aurait,avoir,16
une,un,71
fois,fois,22
annoncées,annoncer,12
/.,/.,P
ce,ce,52
qui,qui,52
ajoutait,ajouter,18
encore,encore,60
à,à,81
son,son,73
malheur,malheur,21
",",",",p
c',ce,52
est,être,17
qu',que,83
il,il,51
ne,ne,60
pouvait,pouvoir,18
parvenir,parvenir,14
à,à,81
trouver,trouver,14
la,le,71
duchesse,duchesse,22
blâmable,blâmable,30
/.,/.,P
elle,il,51
m',je,51
a,avoir,17
fait,faire,12
une,un,71
grâce,grâce,22
en,en,81
m',je,51
aimant,aimer,13
",",",",p
elle,il,51
cesse,cesser,17
de,de,81
m',je,51
aimer,aimer,14
après,après,81
une,un,71
faute,faute,22
involontaire,involontaire,30
",",",",p
il,il,51
est,être,17
vrai,vrai,30
",",",",p
mais,mais,82
qui,qui,52
peut,pouvoir,17
entraîner,entraîner,14
une,un,71
conséquence,conséquence,22
horrible,horrible,30
;,;,p
je,je,51
n',ne,60
ai,avoir,17
aucun,aucun,75
droit,droit,21
de,de,81
me,je,51
plaindre,plaindre,14
/.,/.,P
le,le,71
lendemain,lendemain,21
matin,matin,21
",",",",p
le,le,71
comte,comte,21
sut,savoir,19
que,que,83
la,le,71
duchesse,duchesse,22
avait,avoir,18
recommencé,recommencer,12
à,à,81
aller,aller,14
dans,dans,81
le,le,71
monde,monde,21
;,;,p
elle,il,51
avait,avoir,18
paru,paraître,12
la,le,71
veille,veille,22
au,à,81
au,le,71
soir,soir,21
dans,dans,81
toutes,tout,75
les,le,71
maisons,maison,22
qui,qui,52
recevaient,recevoir,18
/.,/.,P
que,que,52
fût,être,19
il,il,51
devenu,devenir,12
s',si,83
il,il,51
se,se,51
fût,être,19
rencontré,rencontrer,12
avec,avec,81
elle,il,51
dans,dans,81
le,le,71
même,même,75
salon,salon,21
/?,/?,P
comment,comment,60
lui,lui,51
parler,parler,14
/?,/?,P
de,de,81
quel,quel,75
ton,ton,21
lui,lui,51
adresser,adresser,14
la,le,71
parole,parole,22
/?,/?,P
et,et,82
comment,comment,60
ne,ne,60
pas,pas,60
lui,lui,51
parler,parler,14
/?,/?,P
le,le,71
lendemain,lendemain,21
fut,être,19
un,un,71
jour,jour,21
funèbre,funèbre,30
;,;,p
le,le,71
bruit,bruit,21
se,se,51
répandait,répandre,18
généralement,généralement,60
que,que,83
Fabrice,Fabrice,20
allait,aller,18
être,être,14
mis,mettre,12
à,à,81
mort,mort,22
",",",",p
la,le,71
ville,ville,22
fut,être,19
émue,émouvoir,12
/.,/.,P
on,on,51
ajoutait,ajouter,18
que,que,83
le,le,71
prince,prince,21
",",",",p
ayant,avoir,13
égard,égard,21
à,à,81
sa,son,73
haute,haut,30
naissance,naissance,22
",",",",p
avait,avoir,18
daigné,daigner,12
décider,décider,14
qu',que,83
il,il,51
aurait,avoir,16
la,le,71
tête,tête,22
tranchée,tranché,31
/.,/.,P
-,-,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
le,le,52
tue,tuer,17
",",",",p
se,se,51
dit,dire,19
le,le,71
comte,comte,21
;,;,p
je,je,51
ne,ne,60
puis,pouvoir,17
plus,plus,60
prétendre,prétendre,14
à,à,81
revoir,revoir,14
jamais,jamais,60
la,le,71
duchesse,duchesse,22
/.,/.,P
malgré,malgré,81
ce,ce,74
raisonnement,raisonnement,21
assez,assez,60
simple,simple,30
",",",",p
il,il,51
ne,ne,60
put,pouvoir,19
s',se,51
empêcher,empêcher,14
de,de,81
passer,passer,14
trois,trois,72
fois,fois,22
à,à,81
sa,son,73
porte,porte,22
;,;,p
à,à,81
la,le,71
vérité,vérité,22
",",",",p
pour,pour,81
n',ne,60
être,être,14
pas,pas,60
remarqué,remarquer,12
",",",",p
il,il,51
alla,aller,19
chez,chez,81
elle,il,51
à,à,81
pied,pied,21
/.,/.,P
dans,dans,81
son,son,73
désespoir,désespoir,21
",",",",p
il,il,51
eut,avoir,19
même,même,60
le,le,71
courage,courage,21
de,de,81
lui,lui,51
écrire,écrire,14
/.,/.,P
il,il,51
avait,avoir,18
fait,faire,12
appeler,appeler,14
Rassi,Rassi,20
deux,deux,72
fois,fois,22
;,;,p
le,le,71
fiscal,fiscal,21
ne,ne,60
s',se,51
était,être,18
point,point,60
présenté,présenter,12
/.,/.,P
le,le,71
coquin,coquin,21
me,je,51
trahit,trahir,17
",",",",p
se,se,51
dit,dire,19
le,le,71
comte,comte,21
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
trois,trois,72
grandes,grand,30
nouvelles,nouvelle,22
agitaient,agiter,18
la,le,71
haute,haut,30
société,société,22
de,de,81
Parme,Parme,20
",",",",p
et,et,82
même,même,60
la,le,71
bourgeoisie,bourgeoisie,22
/.,/.,P
la,le,71
mise,mise,22
à,à,81
mort,mort,22
de,de,81
Fabrice,Fabrice,20
était,être,18
plus,plus,60
que,que,83
jamais,jamais,60
certaine,certain,30
;,;,p
et,et,82
",",",",p
complément,complément,21
bien,bien,60
étrange,étrange,30
de,de,81
cette,ce,74
nouvelle,nouvelle,22
",",",",p
la,le,71
duchesse,duchesse,22
ne,ne,60
paraissait,paraître,18
point,point,60
trop,trop,60
au,à,81
au,le,71
désespoir,désespoir,21
/.,/.,P
selon,selon,81
les,le,71
apparences,apparence,22
",",",",p
elle,il,51
n',ne,60
accordait,accorder,18
que,que,83
des,de,81
des,le,71
regrets,regret,21
assez,assez,60
modérés,modéré,31
à,à,81
son,son,73
jeune,jeune,30
amant,amant,21
;,;,p
toutefois,toutefois,60
elle,il,51
profitait,profiter,18
avec,avec,81
un,un,71
art,art,21
infini,infini,30
de,de,81
la,le,71
pâleur,pâleur,22
que,que,52
venait,venir,18
de,de,81
lui,lui,51
donner,donner,14
une,un,71
indisposition,indisposition,22
assez,assez,60
grave,grave,30
",",",",p
qui,qui,52
était,être,18
survenue,survenir,12
en,en,81
même,même,75
temps,temps,21
que,que,83
l',le,71
arrestation,arrestation,22
de,de,81
Fabrice,Fabrice,20
/.,/.,P
les,le,71
bourgeois,bourgeois,21
reconnaissaient,reconnaître,18
bien,bien,60
à,à,81
ces,ce,74
détails,détail,21
le,le,71
coeur,coeur,21
sec,sec,30
d',de,81
une,un,71
grande,grand,30
dame,dame,22
de,de,81
la,le,71
cour,cour,22
/.,/.,P
par,par,81
décence,décence,22
cependant,cependant,82
",",",",p
et,et,82
comme,comme,83
sacrifice,sacrifice,21
aux,à,81
aux,le,71
mânes,mânes,21
du,de,81
du,le,71
jeune,jeune,30
Fabrice,Fabrice,20
",",",",p
elle,il,51
avait,avoir,18
rompu,rompre,12
avec,avec,81
le,le,71
comte,comte,21
Mosca,Mosca,20
/.,/.,P
quelle,quel,75
immoralité,immoralité,22
!,!,p
s',se,51
écriaient,écrier,18
les,le,71
jansénistes,janséniste,21
de,de,81
Parme,Parme,20
/.,/.,P
mais,mais,82
déjà,déjà,60
la,le,71
duchesse,duchesse,22
",",",",p
chose,chose,22
incroyable,incroyable,30
!,!,p
paraissait,paraître,18
disposée,disposé,31
à,à,81
écouter,écouter,14
les,le,71
cajoleries,cajolerie,22
des,de,81
des,le,71
plus,plus,60
beaux,beau,30
jeunes,jeune,30
gens,gens,21
de,de,81
la,le,71
cour,cour,22
/.,/.,P
on,on,51
remarquait,remarquer,18
",",",",p
entre,entre,81
autres,autre,75
singularités,singularité,22
",",",",p
qu',que,83
elle,il,51
avait,avoir,18
été,être,12
fort,fort,60
gaie,gai,30
dans,dans,81
une,un,71
conversation,conversation,22
avec,avec,81
le,le,71
comte,comte,21
Baldi,Baldi,20
",",",",p
l',le,71
amant,amant,21
actuel,actuel,30
de,de,81
la,le,71
Raversi,Raversi,20
",",",",p
et,et,82
l',le,52
avait,avoir,18
beaucoup,beaucoup,60
plaisanté,plaisanter,12
sur,sur,81
ses,son,73
courses,course,22
fréquentes,fréquent,30
au,à,81
au,le,71
château,château,21
de,de,81
Velleja,Velleja,20
/.,/.,P
la,le,71
petite,petit,30
bourgeoisie,bourgeoisie,22
et,et,82
le,le,71
peuple,peuple,21
étaient,être,18
indignés,indigner,12
de,de,81
la,le,71
mort,mort,22
de,de,81
Fabrice,Fabrice,20
",",",",p
que,que,52
ces,ce,74
bonnes,bon,30
gens,gens,21
attribuaient,attribuer,18
à,à,81
la,le,71
jalousie,jalousie,22
du,de,81
du,le,71
comte,comte,21
Mosca,Mosca,20
/.,/.,P
la,le,71
société,société,22
de,de,81
la,le,71
cour,cour,22
s',se,51
occupait,occuper,18
aussi,aussi,60
beaucoup,beaucoup,60
du,de,81
du,le,71
comte,comte,21
",",",",p
mais,mais,82
c',ce,52
était,être,18
pour,pour,81
s',se,51
en,en,52
moquer,moquer,14
/.,/.,P
la,le,71
troisième,troisième,72
des,de,81
des,le,71
grandes,grand,30
nouvelles,nouvelle,22
que,que,52
nous,nous,51
avons,avoir,17
annoncées,annoncer,12
n',ne,60
était,être,18
autre,autre,30
en,en,81
effet,effet,21
que,que,83
la,le,71
démission,démission,22
du,de,81
du,le,71
comte,comte,21
;,;,p
tout,tout,75
le,le,71
monde,monde,21
se,se,51
moquait,moquer,18
d',de,81
un,un,71
amant,amant,21
ridicule,ridicule,30
qui,qui,52
",",",",p
à,à,81
l',le,71
âge,âge,21
de,de,81
cinquante,cinquante,72
six,six,72
ans,an,21
",",",",p
sacrifiait,sacrifier,18
une,un,71
position,position,22
magnifique,magnifique,30
au,à,81
au,le,71
chagrin,chagrin,21
d',de,81
être,être,14
quitté,quitter,12
par,par,81
une,un,71
femme,femme,22
sans,sans,81
coeur,coeur,21
et,et,82
qui,qui,52
",",",",p
depuis,depuis,81
longtemps,longtemps,60
",",",",p
lui,lui,51
préférait,préférer,18
un,un,71
jeune,jeune,30
homme,homme,21
/.,/.,P
le,le,71
seul,seul,30
archevêque,archevêque,21
eut,avoir,19
l',le,71
esprit,esprit,21
",",",",p
ou,ou,82
plutôt,plutôt,60
le,le,71
coeur,coeur,21
",",",",p
de,de,81
deviner,deviner,14
que,que,83
l',le,71
honneur,honneur,21
défendait,défendre,18
au,à,81
au,le,71
comte,comte,21
de,de,81
rester,rester,14
premier,premier,72
ministre,ministre,21
dans,dans,81
un,un,71
pays,pays,21
où,où,60
l',l',94
on,on,51
allait,aller,18
couper,couper,14
la,le,71
tête,tête,22
",",",",p
et,et,82
sans,sans,81
le,le,52
consulter,consulter,14
",",",",p
à,à,81
un,un,71
jeune,jeune,30
homme,homme,21
",",",",p
son,son,73
protégé,protégé,21
/.,/.,P
la,le,71
nouvelle,nouvelle,22
de,de,81
la,le,71
démission,démission,22
du,de,81
du,le,71
comte,comte,21
eut,avoir,19
l',le,71
effet,effet,21
de,de,81
guérir,guérir,14
de,de,81
sa,son,73
goutte,goutte,22
le,le,71
général,général,21
Fabio,Fabio,20
Conti,Conti,20
",",",",p
comme,comme,83
nous,nous,51
le,le,52
dirons,dire,15
en,en,81
son,son,73
lieu,lieu,21
",",",",p
lorsque,lorsque,83
nous,nous,51
parlerons,parler,15
de,de,81
la,le,71
façon,façon,22
dont,dont,52
le,le,71
pauvre,pauvre,30
Fabrice,Fabrice,20
passait,passer,18
son,son,73
temps,temps,21
à,à,81
la,le,71
citadelle,citadelle,22
",",",",p
pendant,pendant,81
que,que,83
toute,tout,75
la,le,71
ville,ville,22
s',se,51
enquérait,enquérir,18
de,de,81
l',le,71
heure,heure,22
de,de,81
son,son,73
supplice,supplice,21
/.,/.,P
le,le,71
jour,jour,21
suivant,suivant,30
",",",",p
le,le,71
comte,comte,21
revit,revoir,19
Bruno,Bruno,20
",",",",p
cet,ce,74
agent,agent,21
fidèle,fidèle,30
qu',que,52
il,il,51
avait,avoir,18
expédié,expédier,12
sur,sur,81
Bologne,Bologne,20
;,;,p
le,le,71
comte,comte,21
s',se,51
attendrit,attendrir,19
au,à,81
au,le,71
moment,moment,21
où,où,60
cet,ce,74
homme,homme,21
entrait,entrer,18
dans,dans,81
son,son,73
cabinet,cabinet,21
;,;,p
sa,son,73
vue,vue,22
lui,lui,51
rappelait,rappeler,18
l',le,71
état,état,21
heureux,heureux,30
où,où,60
il,il,51
se,se,51
trouvait,trouver,18
lorsqu',lorsque,83
il,il,51
l',le,52
avait,avoir,18
envoyé,envoyer,12
à,à,81
Bologne,Bologne,20
",",",",p
presque,presque,60
d'accord,d'accord,60
avec,avec,81
la,le,71
duchesse,duchesse,22
/.,/.,P
Bruno,Bruno,20
arrivait,arriver,18
de,de,81
Bologne,Bologne,20
où,où,60
il,il,51
n',ne,60
avait,avoir,18
rien,rien,52
découvert,découvrir,12
;,;,p
il,il,51
n',ne,60
avait,avoir,18
pu,pouvoir,12
trouver,trouver,14
Ludovic,Ludovic,20
",",",",p
que,que,52
le,le,71
podestat,podestat,21
de,de,81
Castelnovo,Castelnovo,20
avait,avoir,18
gardé,garder,12
dans,dans,81
la,le,71
prison,prison,22
de,de,81
son,son,73
village,village,21
/.,/.,P
-,-,p
je,je,51
vais,aller,17
vous,vous,51
renvoyer,renvoyer,14
à,à,81
Bologne,Bologne,20
",",",",p
dit,dire,19
le,le,71
comte,comte,21
à,à,81
Bruno,Bruno,20
:,:,p
la,le,71
duchesse,duchesse,22
tiendra,tenir,15
au,à,81
au,le,71
triste,triste,30
plaisir,plaisir,21
de,de,81
connaître,connaître,14
les,le,71
détails,détail,21
du,de,81
du,le,71
malheur,malheur,21
de,de,81
Fabrice,Fabrice,20
/.,/.,P
adressez,adresser,17
vous,vous,51
au,à,81
au,le,71
brigadier,brigadier,21
de,de,81
gendarmerie,gendarmerie,22
qui,qui,52
commande,commander,17
le,le,71
poste,poste,21
de,de,81
Castelnovo,Castelnovo,20
/…,/…,P
-,-,p
mais,mais,82
non,non,60
!,!,p
s',se,51
