11960
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatrième extrait>,<>,<>
",",",",p
et,et,82
le,le,71
cervus,cervus,92
giganteus,giganteus,92
tremblait,trembler,18
sous,sous,81
les,le,71
châtaigniers,châtaignier,21
",",",",p
à,à,81
la,le,71
voix,voix,22
de,de,81
l',le,71
ours,ours,21
des,de,81
des,le,71
cavernes,caverne,22
",",",",p
qui,qui,52
faisait,faire,18
japper,japper,14
dans,dans,81
sa,son,73
tanière,tanière,22
",",",",p
le,le,71
chien,chien,21
de,de,81
Beaugency,Beaugency,20
trois,trois,72
fois,fois,22
haut,haut,60
comme,comme,83
un,un,71
loup,loup,21
/.,/.,P
toutes,tout,75
ces,ce,74
époques,époque,22
avaient,avoir,18
été,être,12
séparées,séparer,12
les,le,71
unes,un,52
des,de,81
des,le,71
autres,autre,52
par,par,81
des,de,81
des,le,71
cataclysmes,cataclysme,21
",",",",p
dont,dont,52
le,le,71
dernier,dernier,21
est,être,17
notre,notre,73
déluge,déluge,21
/.,/.,P
c',ce,52
était,être,18
comme,comme,83
une,un,71
féerie,féerie,22
en,en,81
plusieurs,plusieurs,75
actes,acte,21
",",",",p
ayant,avoir,13
l',le,71
homme,homme,21
pour,pour,81
apothéose,apothéose,22
/.,/.,P
ils,ils,51
furent,être,19
stupéfaits,stupéfait,30
d',de,81
apprendre,apprendre,14
qu',que,83
il,il,51
existait,exister,18
sur,sur,81
des,de,81
des,le,71
pierres,pierre,22
des,de,81
des,le,71
empreintes,empreinte,22
de,de,81
libellules,libellule,22
",",",",p
de,de,81
pattes,patte,22
d',de,81
oiseaux,oiseau,21
",",",",p
-,-,p
et,et,82
ayant,avoir,13
feuilleté,feuilleter,12
un,un,52
des,de,81
des,le,71
manuels,manuel,21
Roret,Roret,20
",",",",p
ils,ils,51
cherchèrent,chercher,19
des,de,81
des,le,71
fossiles,fossile,21
/.,/.,P
un,un,71
après-midi,après-midi,21
",",",",p
comme,comme,83
ils,ils,51
retournaient,retourner,18
des,de,81
des,le,71
silex,silex,21
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
grande,grand,30
route,route,22
",",",",p
monsieur,monsieur,21
le,le,71
curé,curé,21
passa,passer,19
",",",",p
et,et,82
les,le,52
abordant,aborder,13
d',de,81
une,un,71
voix,voix,22
pateline,patelin,30
:,:,p
-,-,p
“,“,p
ces,ce,74
messieurs,monsieur,21
s',se,51
occupent,occuper,17
de,de,81
géologie,géologie,22
?,?,p
fort,fort,60
bien,bien,60
/!,/!,P
car,car,82
il,il,51
estimait,estimer,18
cette,ce,74
science,science,22
/.,/.,P
elle,il,51
confirme,confirmer,17
l',le,71
autorité,autorité,22
des,de,81
des,le,71
Ecritures,Ecritures,20
",",",",p
en,en,81
prouvant,prouver,13
le,le,71
déluge,déluge,21
/.,/.,P
Bouvard,Bouvard,20
parla,parler,19
des,de,81
des,le,71
coprolithes,coprolithe,21
",",",",p
lesquels,lequel,52
sont,être,17
des,de,81
des,le,71
excréments,excrément,21
de,de,81
bêtes,bête,22
",",",",p
pétrifiés,pétrifié,31
/.,/.,P
l',le,71
abbé,abbé,21
Jeufroy,Jeufroy,20
parut,paraître,19
surpris,surpris,31
du,de,81
du,le,71
fait,fait,21
;,;,p
après,après,81
tout,tout,52
",",",",p
s',si,83
il,il,51
avait,avoir,18
lieu,lieu,21
",",",",p
c',ce,52
était,être,18
une,un,71
raison,raison,22
de,de,81
plus,plus,60
",",",",p
d',de,81
admirer,admirer,14
la,le,71
providence,providence,22
/.,/.,P
Pécuchet,Pécuchet,20
avoua,avouer,19
que,que,83
leurs,leur,73
enquêtes,enquête,22
jusqu',jusque,81
alors,alors,60
n',ne,60
avaient,avoir,18
pas,pas,60
été,être,12
fructueuses,fructueux,30
",",",",p
-,-,p
et,et,82
cependant,cependant,82
les,le,71
environs,environs,21
de,de,81
Falaise,Falaise,20
",",",",p
comme,comme,83
tous,tout,75
les,le,71
terrains,terrain,21
jurassiques,jurassique,30
",",",",p
devaient,devoir,18
abonder,abonder,14
en,en,81
débris,débris,21
d',de,81
animaux,animal,21
/.,/.,P
-,-,p
“,“,p
j',je,51
ai,avoir,17
entendu,entendre,12
dire,dire,14
“,“,p
répliqua,répliquer,19
l',le,71
abbé,abbé,21
Jeufroy,Jeufroy,20
“,“,p
qu',que,83
autrefois,autrefois,60
on,on,51
avait,avoir,18
trouvé,trouver,12
à,à,81
Villers,Villers,20
la,le,71
mâchoire,mâchoire,22
d',de,81
un,un,71
éléphant,éléphant,21
/.,/.,P
“,“,p
du,de,81
du,le,71
reste,reste,21
",",",",p
un,un,52
de,de,81
ses,son,73
amis,ami,21
",",",",p
monsieur,monsieur,21
Larsonneur,Larsonneur,20
",",",",p
avocat,avocat,21
",",",",p
membre,membre,21
du,de,81
du,le,71
barreau,barreau,21
de,de,81
Lisieux,Lisieux,20
et,et,82
archéologue,archéologue,21
",",",",p
leur,leur,52
fournirait,fournir,16
peut-être,peut-être,60
des,de,81
des,le,71
renseignements,renseignement,21
/!,/!,P
il,il,51
avait,avoir,18
fait,faire,12
une,un,71
histoire,histoire,22
de,de,81
Port en Bessin,Port en Bessin,20
où,où,60
était,être,18
notée,noter,12
la,le,71
découverte,découverte,22
d',de,81
un,un,71
crocodile,crocodile,21
/.,/.,P
Bouvard,Bouvard,20
et,et,82
Pécuchet,Pécuchet,20
échangèrent,échanger,19
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
;,;,p
le,le,71
même,même,75
espoir,espoir,21
leur,leur,52
était,être,18
venu,venir,12
;,;,p
-,-,p
et,et,82
malgré,malgré,81
la,le,71
chaleur,chaleur,22
",",",",p
ils,ils,51
restèrent,rester,19
debout,debout,60
pendant,pendant,81
longtemps,longtemps,60
",",",",p
à,à,81
interroger,interroger,14
l',le,71
ecclésiastique,ecclésiastique,21
qui,qui,52
s',se,51
abritait,abriter,18
sous,sous,81
un,un,71
parapluie,parapluie,21
de,de,81
coton,coton,21
bleu,bleu,30
/.,/.,P
il,il,51
avait,avoir,18
le,le,71
bas,bas,21
du,de,81
du,le,71
visage,visage,21
un,un,71
peu,peu,60
lourd,lourd,30
avec,avec,81
le,le,71
nez,nez,21
pointu,pointu,30
",",",",p
souriait,sourire,18
continuellement,continuellement,60
",",",",p
ou,ou,82
penchait,pencher,18
la,le,71
tête,tête,22
en,en,81
fermant,fermer,13
les,le,71
paupières,paupière,22
/.,/.,P
la,le,71
cloche,cloche,22
de,de,81
l',le,71
église,église,22
tinta,tinter,19
l',le,71
angelus,angélus,21
/.,/.,P
-,-,p
“,“,p
bien,bien,60
le,le,71
bonsoir,bonsoir,21
",",",",p
messieurs,monsieur,21
/!,/!,P
vous,vous,51
permettez,permettre,17
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
recommandés,recommandé,21
par,par,81
lui,lui,51
",",",",p
ils,ils,51
attendirent,attendre,19
durant,durant,81
trois,trois,72
semaines,semaine,22
la,le,71
réponse,réponse,22
de,de,81
Larsonneur,Larsonneur,20
/.,/.,P
enfin,enfin,60
",",",",p
elle,il,51
arriva,arriver,19
/.,/.,P
l',le,71
homme,homme,21
de,de,81
Villers,Villers,20
qui,qui,52
avait,avoir,18
déterré,déterrer,12
la,le,71
dent,dent,22
de,de,81
mastodonte,mastodonte,21
s',se,51
appelait,appeler,18
Louis,Louis,20
Bloche,Bloche,20
;,;,p
les,le,71
détails,détail,21
manquaient,manquer,18
/.,/.,P
quant,quand,83
à,à,81
son,son,73
histoire,histoire,22
",",",",p
elle,il,51
occupait,occuper,18
un,un,52
des,de,81
des,le,71
volumes,volume,21
de,de,81
l',le,71
académie,académie,22
lexovienne,lexovien,30
",",",",p
et,et,82
il,il,51
ne,ne,60
prêtait,prêter,18
point,point,60
son,son,73
exemplaire,exemplaire,21
",",",",p
dans,dans,81
la,le,71
peur,peur,22
de,de,81
dépareiller,dépareiller,14
la,le,71
collection,collection,22
/.,/.,P
pour,pour,81
ce,ce,52
qui,qui,52
était,être,18
de,de,81
l',le,71
alligator,alligator,21
",",",",p
on,on,51
l',le,52
avait,avoir,18
découvert,découvrir,12
au,à,81
au,le,71
mois,mois,21
de,de,81
<Nombre novembre 1825>,<>,<>
novembre,novembre,21
mille,mille,72
huit,huit,72
cent,cent,72
vingt,vingt,72
cinq,cinq,72
<Fin nombre>,<>,<>
",",",",p
sous,sous,81
la,le,71
falaise,falaise,22
des,de,81
des,le,71
Hachettes,Hachettes,20
",",",",p
à,à,81
Sainte-Honorine,Sainte-Honorine,20
",",",",p
près,près,81
de,de,81
Port en Bessin,Port en Bessin,20
",",",",p
arrondissement,arrondissement,21
de,de,81
Bayeux,Bayeux,20
/.,/.,P
suivaient,suivre,18
des,de,81
des,le,71
compliments,compliment,21
/.,/.,P
l',le,71
obscurité,obscurité,22
enveloppant,envelopper,13
le,le,71
mastodonte,mastodonte,21
irrita,irriter,19
le,le,71
désir,désir,21
de,de,81
Pécuchet,Pécuchet,20
/.,/.,P
il,il,51
aurait,avoir,16
voulu,vouloir,12
se,se,51
rendre,rendre,14
tout,tout,60
de,de,81
suite,suite,22
à,à,81
Villers,Villers,20
/.,/.,P
Bouvard,Bouvard,20
objecta,objecter,19
que,que,83
pour,pour,81
s',se,51
épargner,épargner,14
un,un,71
déplacement,déplacement,21
peut-être,peut-être,60
inutile,inutile,30
",",",",p
et,et,82
à,à,81
coup,coup,21
sûr,sûr,30
dispendieux,dispendieux,30
",",",",p
il,il,51
convenait,convenir,18
de,de,81
prendre,prendre,14
des,de,81
des,le,71
informations,information,22
-,-,p
et,et,82
ils,ils,51
écrivirent,écrire,19
au,à,81
au,le,71
maire,maire,21
de,de,81
l',le,71
endroit,endroit,21
une,un,71
lettre,lettre,22
",",",",p
où,où,60
ils,ils,51
lui,lui,51
demandaient,demander,18
ce,ce,52
qu',que,52
était,être,18
devenu,devenir,12
un,un,71
certain,certain,75
Louis,Louis,20
Bloche,Bloche,20
/.,/.,P
dans,dans,81
l',le,71
hypothèse,hypothèse,22
de,de,81
sa,son,73
mort,mort,22
",",",",p
ses,son,73
descendants,descendant,21
ou,ou,82
collatéraux,collatéral,30
pouvaient,pouvoir,18
ils,ils,51
les,le,52
instruire,instruire,14
sur,sur,81
sa,son,73
précieuse,précieux,30
découverte,découverte,22
/?,/?,P
quand,quand,83
il,il,51
la,le,52
fit,faire,19
",",",",p
à,à,81
quelle,quel,75
place,place,22
de,de,81
la,le,71
commune,commune,22
gisait,gésir,18
ce,ce,74
document,document,21
des,de,81
des,le,71
âges,âge,21
primitifs,primitif,30
/?,/?,P
avait,avoir,18
on,on,51
des,de,81
des,le,71
chances,chance,22
d',de,81
en,en,52
trouver,trouver,14
d',de,81
analogues,analogue,30
/?,/?,P
quel,quel,52
était,être,18
par,par,81
jour,jour,21
le,le,71
prix,prix,21
d',de,81
un,un,71
homme,homme,21
et,et,82
d',de,81
une,un,71
charrette,charrette,22
/.,/.,P
et,et,82
ils,ils,51
eurent,avoir,19
beau,beau,60
s',se,51
adresser,adresser,14
à,à,81
l',le,71
adjoint,adjoint,21
",",",",p
puis,puis,60
au,à,81
au,le,71
premier,premier,72
conseiller,conseiller,21
municipal,municipal,30
",",",",p
ils,ils,51
ne,ne,60
reçurent,recevoir,19
de,de,81
Villers,Villers,20
aucune,aucun,75
nouvelle,nouvelle,22
/.,/.,P
sans,sans,81
doute,doute,21
les,le,71
habitants,habitant,21
étaient,être,18
jaloux,jaloux,30
de,de,81
leurs,leur,73
fossiles,fossile,21
/?,/?,P
à,à,81
moins,moins,60
qu',que,83
ils,ils,51
ne,ne,60
les,le,52
vendissent,vendre,18
aux,à,81
aux,le,71
Anglais,Anglais,20
/.,/.,P
le,le,71
voyage,voyage,21
des,de,81
des,le,71
Hachettes,Hachettes,20
fut,être,19
résolu,résoudre,12
/.,/.,P
Bouvard,Bouvard,20
et,et,82
Pécuchet,Pécuchet,20
prirent,prendre,19
la,le,71
diligence,diligence,22
de,de,81
Falaise,Falaise,20
pour,pour,81
Caen,Caen,20
/.,/.,P
ensuite,ensuite,60
une,un,71
carriole,carriole,22
les,le,52
transporta,transporter,19
de,de,81
Caen,Caen,20
à,à,81
Bayeux,Bayeux,20
;,;,p
-,-,p
et,et,82
de,de,81
Bayeux,Bayeux,20
",",",",p
ils,ils,51
allèrent,aller,19
à,à,81
pied,pied,21
jusqu',jusque,81
à,à,81
Port en Bessin,Port en Bessin,20
/.,/.,P
on,on,51
ne,ne,60
les,le,52
avait,avoir,18
pas,pas,60
trompés,tromper,12
/.,/.,P
la,le,71
côte,côte,22
des,de,81
des,le,71
Hachettes,Hachettes,20
offrait,offrir,18
des,de,81
des,le,71
cailloux,caillou,21
bizarres,bizarre,30
-,-,p
et,et,82
sur,sur,81
les,le,71
indications,indication,22
de,de,81
l',le,71
aubergiste,aubergiste,21
",",",",p
ils,ils,51
atteignirent,atteindre,19
la,le,71
grève,grève,22
/.,/.,P
la,le,71
marée,marée,22
étant,être,13
basse,bas,30
",",",",p
elle,il,51
découvrait,découvrir,18
tous,tout,75
ses,son,73
galets,galet,21
",",",",p
avec,avec,81
une,un,71
prairie,prairie,22
de,de,81
goémons,goémon,21
jusqu',jusque,81
au,à,81
au,le,71
bord,bord,21
des,de,81
des,le,71
flots,flot,21
/.,/.,P
des,de,81
des,le,71
vallonnements,vallonnement,21
herbeux,herbeux,30
découpaient,découper,18
la,le,71
falaise,falaise,22
",",",",p
composée,composé,31
d',de,81
une,un,71
terre,terre,22
molle,mou,30
et,et,82
brune,brun,30
et,et,82
qui,qui,52
se,se,51
durcissant,durcir,13
devenait,devenir,18
dans,dans,81
ses,son,73
strates,strate,22
inférieures,inférieur,30
",",",",p
une,un,71
muraille,muraille,22
de,de,81
pierre,pierre,22
grise,gris,30
/.,/.,P
des,de,81
des,le,71
filets,filet,21
d',de,81
eau,eau,22
en,en,52
tombaient,tomber,18
sans,sans,81
discontinuer,discontinuer,14
",",",",p
pendant,pendant,81
que,que,83
la,le,71
mer,mer,22
au,à,81
au,le,71
loin,loin,60
",",",",p
grondait,gronder,18
/.,/.,P
elle,il,51
semblait,sembler,18
parfois,parfois,60
suspendre,suspendre,14
son,son,73
battement,battement,21
;,;,p
-,-,p
et,et,82
on,on,51
n',ne,60
entendait,entendre,18
plus,plus,60
que,que,83
le,le,71
petit,petit,30
bruit,bruit,21
des,de,81
des,le,71
sources,source,22
/.,/.,P
ils,ils,51
titubaient,tituber,18
sur,sur,81
des,de,81
des,le,71
herbes,herbe,22
gluantes,gluant,30
",",",",p
ou,ou,82
bien,bien,60
ils,ils,51
avaient,avoir,18
à,à,81
sauter,sauter,14
des,de,81
des,le,71
trous,trou,21
/.,/.,P
-,-,p
Bouvard,Bouvard,20
s',se,51
assit,asseoir,19
près,près,81
du,de,81
du,le,71
rivage,rivage,21
",",",",p
et,et,82
contempla,contempler,19
les,le,71
vagues,vague,22
",",",",p
ne,ne,60
pensant,penser,13
à,à,81
rien,rien,52
",",",",p
fasciné,fasciné,31
",",",",p
inerte,inerte,30
/.,/.,P
Pécuchet,Pécuchet,20
le,le,52
ramena,ramener,19
vers,vers,81
la,le,71
côte,côte,22
pour,pour,81
lui,lui,51
faire,faire,14
voir,voir,14
un,un,52
ammonite,ammonite,22
",",",",p
incrusté,incrusté,31
dans,dans,81
la,le,71
roche,roche,22
",",",",p
comme,comme,83
un,un,71
diamant,diamant,21
dans,dans,81
sa,son,73
gangue,gangue,22
/.,/.,P
leurs,leur,73
ongles,ongle,21
s',se,51
y,y,52
brisèrent,briser,19
",",",",p
il,il,51
aurait,avoir,16
fallu,falloir,12
des,de,81
des,le,71
instruments,instrument,21
",",",",p
la,le,71
nuit,nuit,22
venait,venir,18
",",",",p
d',de,81
ailleurs,ailleurs,60
/!,/!,P
le,le,71
ciel,ciel,21
était,être,18
empourpré,empourprer,12
à,à,81
l',le,71
occident,occident,21
",",",",p
et,et,82
toute,tout,75
la,le,71
place,place,22
couverte,couvert,31
d',de,81
une,un,71
ombre,ombre,22
/.,/.,P
-,-,p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
varechs,varech,21
presque,presque,60
noirs,noir,30
",",",",p
les,le,71
flaques,flaque,22
d',de,81
eau,eau,22
s',se,51
élargissaient,élargir,18
/.,/.,P
la,le,71
mer,mer,22
montait,monter,18
vers,vers,81
eux,ils,51
;,;,p
il,il,51
était,être,18
temps,temps,21
de,de,81
rentrer,rentrer,14
/.,/.,P
le,le,71
lendemain,lendemain,21
dès,dès,81
l',le,71
aube,aube,22
",",",",p
avec,avec,81
une,un,71
pioche,pioche,22
et,et,82
un,un,71
pic,pic,21
",",",",p
ils,ils,51
attaquèrent,attaquer,19
leur,leur,73
fossile,fossile,21
dont,dont,52
l',le,71
enveloppe,enveloppe,22
éclata,éclater,19
/.,/.,P
c',ce,52
était,être,18
un,un,71
“,“,p
ammonite,ammonite,22
nodosus,nodosus,92
“,“,p
",",",",p
rongé,rongé,31
par,par,81
les,le,71
bouts,bout,21
mais,mais,82
pesant,peser,13
bien,bien,60
seize,seize,72
livres,livre,21
",",",",p
et,et,82
Pécuchet,Pécuchet,20
",",",",p
dans,dans,81
l',le,71
enthousiasme,enthousiasme,21
",",",",p
s',se,51
écria,écrier,19
:,:,p
-,-,p
“,“,p
nous,nous,51
ne,ne,60
pouvons,pouvoir,17
faire,faire,14
moins,moins,60
que,que,83
de,de,81
l',le,52
offrir,offrir,14
à,à,81
Dumouchel,Dumouchel,20
/!,/!,P
puis,puis,60
ils,ils,51
rencontrèrent,rencontrer,19
des,de,81
des,le,71
éponges,éponge,22
",",",",p
des,de,81
des,le,71
térébratules,térébratule,22
",",",",p
des,de,81
des,le,71
orques,orque,21
",",",",p
et,et,82
pas,pas,60
de,de,81
crocodile,crocodile,21
!,!,p
à,à,81
son,son,73
défaut,défaut,21
",",",",p
ils,ils,51
espéraient,espérer,18
une,un,71
vertèbre,vertèbre,22
d',de,81
hippopotame,hippopotame,21
ou,ou,82
d',de,81
ichthyosaure,ichthyosaure,21
",",",",p
n',ne,60
importe,importer,17
quel,quel,75
ossement,ossement,21
contemporain,contemporain,30
du,de,81
du,le,71
déluge,déluge,21
",",",",p
quand,quand,83
ils,ils,51
distinguèrent,distinguer,19
à,à,81
hauteur,hauteur,22
d',de,81
homme,homme,21
contre,contre,81
la,le,71
falaise,falaise,22
",",",",p
des,de,81
des,le,71
contours,contour,21
qui,qui,52
figuraient,figurer,18
le,le,71
galbe,galbe,21
d',de,81
un,un,71
poisson,poisson,21
gigantesque,gigantesque,30
/.,/.,P
ils,ils,51
délibérèrent,délibérer,19
sur,sur,81
les,le,71
moyens,moyen,21
de,de,81
l',le,52
obtenir,obtenir,14
/.,/.,P
Bouvard,Bouvard,20
le,le,52
dégagerait,dégager,16
par,par,81
le,le,71
haut,haut,21
",",",",p
tandis que,tandis que,83
Pécuchet,Pécuchet,20
en,en,81
dessous,dessous,21
",",",",p
démolirait,démolir,16
la,le,71
roche,roche,22
pour,pour,81
le,le,52
faire,faire,14
descendre,descendre,14
",",",",p
doucement,doucement,60
",",",",p
sans,sans,81
l',le,52
abîmer,abîmer,14
/.,/.,P
comme,comme,83
ils,ils,51
reprenaient,reprendre,18
haleine,haleine,22
",",",",p
ils,ils,51
virent,voir,19
au-dessus,au-dessus,60
de,de,81
leur,leur,73
tête,tête,22
",",",",p
dans,dans,81
la,le,71
campagne,campagne,22
un,un,71
douanier,douanier,21
en,en,81
manteau,manteau,21
",",",",p
qui,qui,52
gesticulait,gesticuler,18
d',de,81
un,un,71
air,air,21
de,de,81
commandement,commandement,21
/.,/.,P
-,-,p
“,“,p
eh,eh,93
bien,bien,60
!,!,p
quoi,quoi,52
?,?,p
fiche,ficher,17
nous,nous,51
la,le,71
paix,paix,22
!,!,p
et,et,82
ils,ils,51
continuèrent,continuer,19
leur,leur,73
besogne,besogne,22
",",",",p
Bouvard,Bouvard,20
sur,sur,81
la,le,71
pointe,pointe,22
des,de,81
des,le,71
orteils,orteil,21
",",",",p
tapant,taper,13
avec,avec,81
sa,son,73
pioche,pioche,22
",",",",p
Pécuchet,Pécuchet,20
les,le,71
reins,rein,21
pliés,plié,31
",",",",p
creusant,creuser,13
avec,avec,81
son,son,73
pic,pic,21
/.,/.,P
mais,mais,82
le,le,71
douanier,douanier,21
reparut,reparaître,19
",",",",p
plus,plus,60
bas,bas,30
",",",",p
dans,dans,81
un,un,71
vallon,vallon,21
",",",",p
en,en,81
multipliant,multiplier,13
les,le,71
signaux,signal,21
:,:,p
ils,ils,51
s',se,51
en,en,52
moquaient,moquer,18
bien,bien,60
/!,/!,P
un,un,71
corps,corps,21
ovale,ovale,30
se,se,51
bombait,bomber,18
sous,sous,81
la,le,71
terre,terre,22
amincie,aminci,31
",",",",p
et,et,82
penchait,pencher,18
",",",",p
allait,aller,18
glisser,glisser,14
/.,/.,P
un,un,71
autre,autre,75
individu,individu,21
",",",",p
avec,avec,81
un,un,71
sabre,sabre,21
",",",",p
se,se,51
montra,montrer,19
tout,tout,60
à,à,81
coup,coup,21
/.,/.,P
-,-,p
“,“,p
vos,votre,73
passeports,passeport,21
/!,/!,P
c',ce,52
était,être,18
le,le,71
garde champêtre,garde champêtre,21
en,en,81
tournée,tournée,22
;,;,p
-,-,p
et,et,82
au,à,81
au,le,71
même,même,75
moment,moment,21
survint,survenir,19
l',le,71
homme,homme,21
de,de,81
la,le,71
douane,douane,22
",",",",p
accouru,accouru,31
par,par,81
une,un,71
ravine,ravine,22
/.,/.,P
-,-,p
“,“,p
empoignez,empoigner,17
les,le,52
",",",",p
père,père,21
Morin,Morin,20
!,!,p
ou,ou,82
la,le,71
falaise,falaise,22
va,aller,17
s',se,51
écrouler,écrouler,14
/!,/!,P
c',ce,52
est,être,17
dans,dans,81
un,un,71
but,but,21
scientifique,scientifique,30
“,“,p
répondit,répondre,19
Pécuchet,Pécuchet,20
/.,/.,P
alors,alors,60
une,un,71
masse,masse,22
tomba,tomber,19
",",",",p
en,en,81
les,le,52
frôlant,frôler,13
de,de,81
si,si,60
près,près,81
tous,tout,75
les,le,71
quatre,quatre,72
",",",",p
qu',que,83
un,un,71
peu,peu,60
plus,plus,60
ils,ils,51
étaient,être,18
morts,mourir,12
/.,/.,P
quand,quand,83
la,le,71
poussière,poussière,22
fut,être,19
dissipée,dissiper,12
",",",",p
ils,ils,51
reconnurent,reconnaître,19
un,un,71
mât,mât,21
de,de,81
navire,navire,21
qui,qui,52
s',se,51
émietta,émietter,19
sous,sous,81
la,le,71
botte,botte,22
du,de,81
du,le,71
douanier,douanier,21
/.,/.,P
Bouvard,Bouvard,20
dit,dire,19
en,en,81
soupirant,soupirer,13
:,:,p
-,-,p
“,“,p
nous,nous,51
ne,ne,60
faisions,faire,18
pas,pas,60
grand,grand,30
mal,mal,21
/!,/!,P
on,on,51
ne,ne,60
doit,devoir,17
rien,rien,52
faire,faire,14
dans,dans,81
les,le,71
limites,limite,22
du,de,81
du,le,71
génie,génie,21
!,!,p
reprit,reprendre,19
le,le,71
garde champêtre,garde champêtre,21
/.,/.,P
“,“,p
d'abord,d'abord,60
qui,qui,52
êtes,être,17
vous,vous,51
?,?,p
pour,pour,81
que,que,83
je,je,51
vous,vous,51
dresse,dresser,17
procès,procès,21
/!,/!,P
Pécuchet,Pécuchet,20
se,se,51
rebiffa,rebiffer,19
",",",",p
criant,crier,13
à,à,81
l',le,71
injustice,injustice,22
/.,/.,P
-,-,p
“,“,p
pas,pas,60
de,de,81
raisons,raison,22
!,!,p
suivez,suivre,17
moi,moi,51
/!,/!,P
dès,dès,81
qu',que,83
ils,ils,51
arrivèrent,arriver,19
sur,sur,81
le,le,71
port,port,21
",",",",p
une,un,71
foule,foule,22
de,de,81
gamins,gamin,21
les,le,52
escorta,escorter,19
/.,/.,P
Bouvard,Bouvard,20
rouge,rouge,30
comme,comme,83
un,un,71
coquelicot,coquelicot,21
",",",",p
affectait,affecter,18
un,un,71
air,air,21
digne,digne,30
/.,/.,P
Pécuchet,Pécuchet,20
",",",",p
très,très,60
pâle,pâle,30
",",",",p
lançait,lancer,18
des,de,81
des,le,71
regards,regard,21
furieux,furieux,30
;,;,p
-,-,p
et,et,82
ces,ce,74
deux,deux,72
étrangers,étranger,21
",",",",p
portant,porter,13
des,de,81
des,le,71
cailloux,caillou,21
dans,dans,81
leurs,leur,73
mouchoirs,mouchoir,21
n',ne,60
avaient,avoir,18
pas,pas,60
une,un,71
bonne,bon,30
figure,figure,22
/.,/.,P
provisoirement,provisoirement,60
",",",",p
on,on,51
les,le,52
colloqua,colloquer,19
dans,dans,81
l',le,71
auberge,auberge,22
",",",",p
dont,dont,52
le,le,71
maître,maître,21
sur,sur,81
le,le,71
seuil,seuil,21
",",",",p
barrait,barrer,18
l',le,71
entrée,entrée,22
/.,/.,P
puis,puis,60
le,le,71
maçon,maçon,21
réclama,réclamer,19
ses,son,73
outils,outil,21
;,;,p
ils,ils,51
les,le,52
payèrent,payer,19
;,;,p
encore,encore,60
des,de,81
des,le,71
frais,frais,21
!,!,p
et,et,82
le,le,71
garde champêtre,garde champêtre,21
ne,ne,60
revenait,revenir,18
pas,pas,60
!,!,p
pourquoi,pourquoi,60
/?,/?,P
enfin,enfin,60
un,un,71
monsieur,monsieur,21
qui,qui,52
avait,avoir,18
la,le,71
croix,croix,22
d',de,81
honneur,honneur,21
",",",",p
les,le,52
délivra,délivrer,19
;,;,p
et,et,82
ils,ils,51
s',se,51
en,en,52
allèrent,aller,19
",",",",p
ayant,avoir,13
donné,donner,12
leurs,leur,73
noms,nom,21
",",",",p
prénoms,prénom,21
et,et,82
domicile,domicile,21
",",",",p
avec,avec,81
l',le,71
engagement,engagement,21
d',de,81
être,être,14
à,à,81
l',le,71
avenir,avenir,21
plus,plus,60
circonspects,circonspect,30
/.,/.,P
outre,outre,81
un,un,71
passeport,passeport,21
",",",",p
il,il,51
leur,leur,52
manquait,manquer,18
bien,bien,60
des,de,81
des,le,71
choses,chose,22
!,!,p
et,et,82
avant,avant,81
d',de,81
entreprendre,entreprendre,14
des,de,81
des,le,71
explorations,exploration,22
nouvelles,nouveau,30
ils,ils,51
consultèrent,consulter,19
le,le,71
guide,guide,21
du,de,81
du,le,71
voyageur,voyageur,21
géologue,géologue,21
par,par,81
Boné,Boné,20
/.,/.,P
il,il,51
faut,falloir,17
avoir,avoir,14
",",",",p
premièrement,premièrement,60
",",",",p
un,un,71
bon,bon,30
havresac,havresac,21
de,de,81
soldat,soldat,21
",",",",p
puis,puis,60
une,un,71
chaîne,chaîne,22
d',de,81
arpenteur,arpenteur,21
",",",",p
une,un,71
lime,lime,22
",",",",p
des,de,81
des,le,71
pinces,pince,22
",",",",p
une,un,71
boussole,boussole,22
",",",",p
et,et,82
trois,trois,72
marteaux,marteau,21
",",",",p
passés,passé,31
dans,dans,81
une,un,71
ceinture,ceinture,22
qui,qui,52
se,se,51
dissimule,dissimuler,17
sous,sous,81
la,le,71
redingote,redingote,22
",",",",p
et,et,82
“,“,p
vous,vous,51
préserve,préserver,17
ainsi,ainsi,60
de,de,81
cette,ce,74
apparence,apparence,22
originale,original,30
",",",",p
que,que,83
l',l',94
on,on,51
doit,devoir,17
éviter,éviter,14
en,en,81
voyage,voyage,21
“,“,p
/.,/.,P
comme,comme,83
bâton,bâton,21
",",",",p
Pécuchet,Pécuchet,20
adopta,adopter,19
franchement,franchement,60
le,le,71
bâton,bâton,21
de,de,81
touriste,touriste,21
",",",",p
haut,haut,30
de,de,81
six,six,72
pieds,pied,21
",",",",p
à,à,81
longue,long,30
pointe,pointe,22
de,de,81
fer,fer,21
/.,/.,P
Bouvard,Bouvard,20
préférait,préférer,18
une,un,71
canne,canne,22
