11698
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-sixième extrait>,<>,<> 
la,le,71
femme,femme,22
/.,/.,P
il,il,51
avait,avoir,18
besoin,besoin,21
de,de,81
cela,cela,52
",",",",p
un,un,71
besoin,besoin,21
confus,confus,30
et,et,82
irrésistible,irrésistible,30
venu,venu,21
de,de,81
l',le,71
autre,autre,52
",",",",p
de,de,81
celle,celui,52
qu',que,52
il,il,51
aimait,aimer,18
",",",",p
qui,qui,52
avait,avoir,18
éveillé,éveiller,12
en,en,81
lui,lui,51
ce,ce,74
goût,goût,21
invincible,invincible,30
et,et,82
mystérieux,mystérieux,30
de,de,81
la,le,71
nature,nature,22
",",",",p
du,de,81
du,le,71
voisinage,voisinage,21
",",",",p
du,de,81
du,le,71
contact,contact,21
des,de,81
des,le,71
femmes,femme,22
",",",",p
de,de,81
l',le,71
arôme,arôme,21
subtil,subtil,30
",",",",p
idéal,idéal,30
ou,ou,82
sensuel,sensuel,30
que,que,52
toute,tout,75
créature,créature,22
séduisante,séduisant,30
",",",",p
du,de,81
du,le,71
peuple,peuple,21
ou,ou,82
du,de,81
du,le,71
monde,monde,21
",",",",p
brute,brute,22
d',de,81
Orient,Orient,20
aux,à,81
aux,le,71
grands,grand,30
yeux,oeil,21
noirs,noir,30
",",",",p
ou,ou,82
fille,fille,22
du,de,81
du,le,71
nord,nord,21
au,à,81
au,le,71
regard,regard,21
bleu,bleu,30
et,et,82
à,à,81
l',le,71
âme,âme,22
rusée,rusé,31
",",",",p
dégage,dégager,17
vers,vers,81
les,le,71
hommes,homme,21
en,en,81
qui,qui,52
survit,survivre,17
encore,encore,60
l',le,71
immémorial,immémorial,30
attrait,attrait,21
de,de,81
l',le,71
être,être,21
féminin,féminin,30
/.,/.,P
cette,ce,74
attention,attention,22
tendre,tendre,30
",",",",p
incessante,incessant,30
",",",",p
caressante,caressant,30
et,et,82
secrète,secret,30
",",",",p
plutôt,plutôt,60
perceptible,perceptible,30
que,que,83
visible,visible,30
",",",",p
enveloppait,envelopper,18
sa,son,73
blessure,blessure,22
d',de,81
une,un,71
sorte,sorte,22
de,de,81
ouate,ouate,22
isolante,isolant,30
qui,qui,52
la,le,52
rendait,rendre,18
un,un,71
peu,peu,60
moins,moins,60
sensible,sensible,30
aux,à,81
aux,le,71
retours,retour,21
de,de,81
ses,son,73
angoisses,angoisse,22
/.,/.,P
elles,ils,51
subsistaient,subsister,18
pourtant,pourtant,60
",",",",p
rôdant,rôder,13
et,et,82
voletant,voleter,13
comme,comme,83
des,de,81
des,le,71
mouches,mouche,22
autour,autour,60
d',de,81
une,un,71
plaie,plaie,22
/.,/.,P
il,il,51
suffisait,suffire,18
qu',que,83
une,un,52
d',de,81
elles,ils,51
s',se,51
y,y,52
posât,poser,18
pour,pour,81
qu',que,83
il,il,51
se,se,51
remît,remettre,18
à,à,81
souffrir,souffrir,14
/.,/.,P
comme,comme,83
il,il,51
avait,avoir,18
interdit,interdire,12
de,de,81
donner,donner,14
son,son,73
adresse,adresse,22
",",",",p
ses,son,73
amis,ami,21
respectaient,respecter,18
sa,son,73
fuite,fuite,22
",",",",p
et,et,82
il,il,51
était,être,18
surtout,surtout,60
tourmenté,tourmenter,12
par,par,81
l',le,71
absence,absence,22
de,de,81
nouvelles,nouvelle,22
et,et,82
de,de,81
renseignements,renseignement,21
/.,/.,P
de,de,81
temps,temps,21
en,en,81
temps,temps,21
",",",",p
il,il,51
lisait,lire,18
dans,dans,81
un,un,71
journal,journal,21
le,le,71
nom,nom,21
de,de,81
Lamarthe,Lamarthe,20
ou,ou,82
celui,celui,52
de,de,81
Massival,Massival,20
dans,dans,81
la,le,71
liste,liste,22
des,de,81
des,le,71
gens,gens,21
qui,qui,52
avaient,avoir,18
pris,prendre,12
part,part,22
à,à,81
un,un,71
grand,grand,30
dîner,dîner,21
ou,ou,82
assisté,assisté,21
à,à,81
une,un,71
grande,grand,30
fête,fête,22
/.,/.,P
un,un,71
jour,jour,21
",",",",p
il,il,51
aperçut,apercevoir,19
celui,celui,52
de,de,81
madame,madame,22
de,de,81
Burne,Burne,20
",",",",p
citée,cité,31
comme,comme,83
une,un,52
des,de,81
des,le,71
plus,plus,60
élégantes,élégant,30
",",",",p
des,de,81
des,le,71
plus,plus,60
jolies,joli,30
et,et,82
des,de,81
des,le,71
mieux,mieux,60
habillées,habillé,31
au,à,81
au,le,71
bal,bal,21
de,de,81
l',le,71
Ambassade,Ambassade,20
d',de,81
Autriche,Autriche,20
/.,/.,P
un,un,71
frisson,frisson,21
le,le,52
parcourut,parcourir,19
des,de,81
des,le,71
pieds,pied,21
à,à,81
la,le,71
tête,tête,22
/.,/.,P
le,le,71
nom,nom,21
du,de,81
du,le,71
comte,comte,21
de,de,81
Bernhaus,Bernhaus,20
apparaissait,apparaître,18
quelques,quelque,75
lignes,ligne,22
plus,plus,60
bas,bas,60
/.,/.,P
et,et,82
jusqu',jusque,81
au,à,81
au,le,71
soir,soir,21
",",",",p
la,le,71
jalousie,jalousie,22
revenue,revenu,31
déchira,déchirer,19
le,le,71
coeur,coeur,21
de,de,81
Mariolle,Mariolle,20
/.,/.,P
cette,ce,74
liaison,liaison,22
présumée,présumé,31
était,être,18
maintenant,maintenant,60
presque,presque,60
hors,hors,81
de,de,81
doute,doute,21
pour,pour,81
lui,lui,51
/!,/!,P
c',ce,52
était,être,18
une,un,52
de,de,81
ces,ce,74
convictions,conviction,22
imaginaires,imaginaire,30
",",",",p
plus,plus,60
harcelantes,harcelant,30
que,que,83
le,le,71
fait,fait,21
certain,certain,30
",",",",p
car,car,82
on,on,51
ne,ne,60
s',se,51
en,en,52
débarrasse,débarrasser,17
et,et,82
on,on,51
ne,ne,60
s',se,51
en,en,52
guérit,guérir,17
jamais,jamais,60
/.,/.,P
ne,ne,60
pouvant,pouvoir,13
plus,plus,60
tolérer,tolérer,14
d',de,81
ailleurs,ailleurs,60
cette,ce,74
ignorance,ignorance,22
de,de,81
tout,tout,52
et,et,82
cette,ce,74
incertitude,incertitude,22
dans,dans,81
ses,son,73
soupçons,soupçon,21
",",",",p
il,il,51
se,se,51
décida,décider,19
à,à,81
écrire,écrire,14
à,à,81
Lamarthe,Lamarthe,20
",",",",p
qui,qui,52
",",",",p
le,le,52
connaissant,connaître,13
assez,assez,60
pour,pour,81
deviner,deviner,14
la,le,71
misère,misère,22
de,de,81
son,son,73
âme,âme,22
",",",",p
répondrait,répondre,16
peut-être,peut-être,60
à,à,81
ses,son,73
suppositions,supposition,22
",",",",p
même,même,60
sans,sans,81
être,être,14
questionné,questionner,12
/.,/.,P
un,un,71
soir,soir,21
donc,donc,82
",",",",p
sous,sous,81
la,le,71
lampe,lampe,22
",",",",p
il,il,51
rédigea,rédiger,19
cette,ce,74
lettre,lettre,22
",",",",p
longue,longue,22
",",",",p
habile,habile,30
",",",",p
vaguement,vaguement,60
triste,triste,30
",",",",p
pleine,plein,30
d',de,81
interrogations,interrogation,22
dissimulées,dissimulé,31
et,et,82
de,de,81
lyrisme,lyrisme,21
sur,sur,81
la,le,71
beauté,beauté,22
du,de,81
du,le,71
printemps,printemps,21
à,à,81
la,le,71
campagne,campagne,22
/.,/.,P
quatre,quatre,72
jours,jour,21
après,après,81
",",",",p
en,en,81
recevant,recevoir,13
son,son,73
courrier,courrier,21
",",",",p
il,il,51
reconnut,reconnaître,19
du,de,81
du,le,71
premier,premier,72
coup,coup,21
d',de,81
oeil,oeil,21
l',le,71
écriture,écriture,22
droite,droit,30
et,et,82
ferme,ferme,30
du,de,81
du,le,71
romancier,romancier,21
/.,/.,P
Lamarthe,Lamarthe,20
lui,lui,51
envoyait,envoyer,18
mille,mille,72
renseignements,renseignement,21
désolants,désolant,30
",",",",p
de,de,81
grande,grand,30
importance,importance,22
pour,pour,81
son,son,73
angoisse,angoisse,22
/.,/.,P
il,il,51
parlait,parler,18
d',de,81
un,un,71
tas,tas,21
de,de,81
gens,gens,21
également,également,60
",",",",p
mais,mais,82
",",",",p
sans,sans,81
donner,donner,14
plus,plus,60
de,de,81
détails,détail,21
sur,sur,81
madame,madame,22
de,de,81
Burne,Burne,20
et,et,82
sur,sur,81
Bernhaus,Bernhaus,20
que,que,83
sur,sur,81
n',ne,60
importe,importer,17
qui,qui,52
",",",",p
il,il,51
semblait,sembler,18
les,le,52
mettre,mettre,14
en,en,81
vedette,vedette,22
par,par,81
un,un,52
de,de,81
ces,ce,74
artifices,artifice,21
de,de,81
style,style,21
qui,qui,52
lui,lui,51
étaient,être,18
familiers,familier,30
et,et,82
qui,qui,52
conduisent,conduire,17
l',le,71
attention,attention,22
juste,juste,30
au,à,81
au,le,71
point,point,21
où,où,60
il,il,51
voulait,vouloir,18
l',le,52
attirer,attirer,14
sans,sans,81
que,que,83
rien,rien,52
révélât,révéler,18
son,son,73
dessein,dessein,21
/.,/.,P
il,il,51
résultait,résulter,18
en,en,81
somme,somme,22
de,de,81
cette,ce,74
lettre,lettre,22
que,que,83
tous,tout,75
les,le,71
soupçons,soupçon,21
de,de,81
Mariolle,Mariolle,20
étaient,être,18
au,à,81
au,le,71
moins,moins,60
fondés,fonder,12
/.,/.,P
sa,son,73
crainte,crainte,22
serait,être,16
demain,demain,60
réalisée,réaliser,12
",",",",p
si,si,83
elle,il,51
ne,ne,60
l',le,52
avait,avoir,18
pas,pas,60
été,être,12
hier,hier,60
/.,/.,P
la,le,71
vie,vie,22
de,de,81
son,son,73
ancienne,ancien,30
maîtresse,maîtresse,22
était,être,18
toujours,toujours,60
la,le,71
même,même,52
",",",",p
agitée,agité,31
",",",",p
brillante,brillant,30
et,et,82
mondaine,mondain,30
/.,/.,P
on,on,51
avait,avoir,18
un,un,71
peu,peu,60
parlé,parler,12
de,de,81
lui,lui,51
après,après,81
sa,son,73
disparition,disparition,22
",",",",p
comme,comme,83
on,on,51
parle,parler,17
des,de,81
des,le,71
disparus,disparu,21
",",",",p
avec,avec,81
une,un,71
curiosité,curiosité,22
indifférente,indifférent,30
/.,/.,P
on,on,51
le,le,52
croyait,croire,18
très,très,60
loin,loin,60
",",",",p
parti,parti,31
par,par,81
lassitude,lassitude,22
de,de,81
Paris,Paris,20
/.,/.,P
après,après,81
avoir,avoir,14
reçu,recevoir,12
cette,ce,74
lettre,lettre,22
",",",",p
il,il,51
demeura,demeurer,19
jusqu',jusque,81
au,à,81
au,le,71
soir,soir,21
étendu,étendu,31
dans,dans,81
son,son,73
hamac,hamac,21
/.,/.,P
puis,puis,60
il,il,51
ne,ne,60
put,pouvoir,19
dîner,dîner,14
;,;,p
puis,puis,60
il,il,51
ne,ne,60
put,pouvoir,19
dormir,dormir,14
;,;,p
et,et,82
il,il,51
eut,avoir,19
la,le,71
fièvre,fièvre,22
pendant,pendant,81
la,le,71
nuit,nuit,22
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
il,il,51
se,se,51
sentit,sentir,19
si,si,60
fatigué,fatigué,31
",",",",p
si,si,60
découragé,découragé,31
",",",",p
tellement,tellement,60
dégoûté,dégoûté,31
des,de,81
des,le,71
jours,jour,21
monotones,monotone,30
",",",",p
entre,entre,81
cette,ce,74
forêt,forêt,22
profonde,profond,30
et,et,82
silencieuse,silencieux,30
",",",",p
noire,noir,30
de,de,81
verdure,verdure,22
à,à,81
présent,présent,21
",",",",p
et,et,82
la,le,71
petite,petit,30
rivière,rivière,22
agaçante,agaçant,30
fluant,fluer,13
sous,sous,81
ses,son,73
fenêtres,fenêtre,22
",",",",p
qu',que,52
il,il,51
ne,ne,60
quitta,quitter,19
pas,pas,60
son,son,73
lit,lit,21
/.,/.,P
lorsque,lorsque,83
Elisabeth,Elisabeth,20
entra,entrer,19
",",",",p
au,à,81
au,le,71
premier,premier,72
coup,coup,21
de,de,81
sonnette,sonnette,22
",",",",p
et,et,82
qu',que,83
elle,il,51
le,le,52
vit,voir,19
encore,encore,60
couché,couché,31
",",",",p
elle,il,51
demeura,demeurer,19
surprise,surpris,31
",",",",p
debout,debout,60
dans,dans,81
la,le,71
porte,porte,22
ouverte,ouvert,31
",",",",p
pâlie,pâli,31
soudain,soudain,60
",",",",p
et,et,82
elle,il,51
demanda,demander,19
:,:,p
-,-,p
monsieur,monsieur,21
est,être,17
malade,malade,30
/?,/?,P
oui,oui,60
",",",",p
un,un,71
peu,peu,60
/.,/.,P
-,-,p
faut,falloir,17
il,il,51
faire,faire,14
venir,venir,14
le,le,71
médecin,médecin,21
/?,/?,P
non,non,60
/.,/.,P
je,je,51
suis,être,17
sujet,sujet,21
à,à,81
ces,ce,74
malaises,malaise,21
là,là,60
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
qu',que,52
il,il,51
faut,falloir,17
faire,faire,14
pour,pour,81
monsieur,monsieur,21
/?,/?,P
il,il,51
commanda,commander,19
son,son,73
bain,bain,21
quotidien,quotidien,30
",",",",p
des,de,81
des,le,71
oeufs,oeuf,21
seulement,seulement,60
pour,pour,81
son,son,73
déjeuner,déjeuner,21
",",",",p
et,et,82
du,de,81
du,le,71
thé,thé,21
le,le,71
long,long,21
du,de,81
du,le,71
jour,jour,21
/.,/.,P
mais,mais,82
vers,vers,81
une,un,71
heure,heure,22
de,de,81
l',le,71
après-midi,après-midi,21
",",",",p
il,il,51
fut,être,19
saisi,saisir,12
par,par,81
un,un,71
ennui,ennui,21
si,si,60
violent,violent,30
qu',que,83
il,il,51
eut,avoir,19
envie,envie,22
de,de,81
se,se,51
lever,lever,14
/.,/.,P
Elisabeth,Elisabeth,20
",",",",p
appelée,appelé,31
sans,sans,81
cesse,cesse,22
par,par,81
une,un,71
espèce,espèce,22
de,de,81
manie,manie,22
de,de,81
faux,faux,30
malade,malade,21
",",",",p
et,et,82
qui,qui,52
revenait,revenir,18
inquiète,inquiet,30
",",",",p
attristée,attristé,31
",",",",p
pleine,plein,30
d',de,81
envie,envie,22
de,de,81
lui,lui,51
être,être,14
utile,utile,30
et,et,82
secourable,secourable,30
",",",",p
de,de,81
le,le,52
soigner,soigner,14
et,et,82
de,de,81
le,le,52
guérir,guérir,14
",",",",p
le,le,71
voyant,voyant,21
agité,agité,31
et,et,82
nerveux,nerveux,30
",",",",p
lui,lui,51
proposa,proposer,19
",",",",p
toute,tout,60
rouge,rouge,30
de,de,81
son,son,73
audace,audace,22
",",",",p
de,de,81
lui,lui,51
faire,faire,14
la,le,71
lecture,lecture,22
/.,/.,P
il,il,51
demanda,demander,19
:,:,p
-,-,p
vous,vous,51
lisez,lire,17
bien,bien,60
/?,/?,P
oui,oui,60
",",",",p
monsieur,monsieur,21
",",",",p
dans,dans,81
les,le,71
écoles,école,22
de,de,81
la,le,71
ville,ville,22
j',je,51
ai,avoir,17
eu,avoir,12
tous,tout,75
les,le,71
prix,prix,21
de,de,81
lecture,lecture,22
",",",",p
et,et,82
j',je,51
ai,avoir,17
lu,lire,12
à,à,81
maman,maman,22
tant,tant,60
de,de,81
romans,roman,21
que,que,83
je,je,51
n',ne,60
en,en,52
sais,savoir,17
plus,plus,60
seulement,seulement,60
les,le,71
titres,titre,21
/.,/.,P
une,un,71
curiosité,curiosité,22
lui,lui,51
vint,venir,19
",",",",p
et,et,82
il,il,51
l',le,52
envoya,envoyer,19
chercher,chercher,14
dans,dans,81
l',le,71
atelier,atelier,21
",",",",p
parmi,parmi,81
les,le,71
livres,livre,21
qu',que,52
il,il,51
s',se,51
était,être,18
fait,faire,12
adresser,adresser,14
",",",",p
celui,celui,52
qu',que,83
il,il,51
préférait,préférer,18
à,à,81
tous,tout,52
:,:,p
Manon,Manon,20
Lescaut,Lescaut,20
/.,/.,P
puis,puis,60
elle,il,51
l',le,52
aida,aider,19
à,à,81
s',se,51
asseoir,asseoir,14
dans,dans,81
son,son,73
lit,lit,21
",",",",p
disposa,disposer,19
derrière,derrière,81
son,son,73
dos,dos,21
deux,deux,72
oreillers,oreiller,21
",",",",p
prit,prendre,19
une,un,71
chaise,chaise,22
et,et,82
commença,commencer,19
/.,/.,P
elle,il,51
lisait,lire,18
bien,bien,60
",",",",p
en,en,81
effet,effet,21
",",",",p
très,très,60
bien,bien,60
même,même,60
",",",",p
douée,doué,31
d',de,81
une,un,71
espèce,espèce,22
de,de,81
don,don,21
spécial,spécial,30
d',de,81
accentuation,accentuation,22
juste,juste,30
et,et,82
de,de,81
prononciation,prononciation,22
intelligente,intelligent,30
/.,/.,P
elle,il,51
prit,prendre,19
intérêt,intérêt,21
",",",",p
dès,dès,81
le,le,71
début,début,21
",",",",p
à,à,81
ce,ce,74
récit,récit,21
",",",",p
et,et,82
elle,il,51
avançait,avancer,18
dans,dans,81
l',le,71
histoire,histoire,22
avec,avec,81
tant,tant,60
d',de,81
émotion,émotion,22
",",",",p
qu',que,83
il,il,51
l',le,52
interrompait,interrompre,18
parfois,parfois,60
pour,pour,81
l',le,52
interroger,interroger,14
et,et,82
causer,causer,14
un,un,71
peu,peu,60
avec,avec,81
elle,il,51
/.,/.,P
par,par,81
la,le,71
fenêtre,fenêtre,22
ouverte,ouvert,31
",",",",p
entraient,entrer,18
avec,avec,81
la,le,71
brise,brise,22
tiède,tiède,30
pleine,plein,30
de,de,81
senteurs,senteur,22
de,de,81
feuillages,feuillage,21
",",",",p
des,de,81
des,le,71
chants,chant,21
",",",",p
des,de,81
des,le,71
trilles,trille,22
",",",",p
des,de,81
des,le,71
roulades,roulade,22
de,de,81
rossignols,rossignol,21
vocalisant,vocaliser,13
autour,autour,60
de,de,81
leurs,leur,73
femelles,femelle,22
",",",",p
dans,dans,81
tous,tout,75
les,le,71
arbres,arbre,21
du,de,81
du,le,71
pays,pays,21
",",",",p
en,en,81
cette,ce,74
saison,saison,22
des,de,81
des,le,71
amours,amour,21
revenues,revenu,31
/.,/.,P
André,André,20
qui,qui,52
regardait,regarder,18
cette,ce,74
jeune,jeune,30
fille,fille,22
",",",",p
troublée,troublé,31
aussi,aussi,60
",",",",p
qui,qui,52
suivait,suivre,18
avec,avec,81
ses,son,73
yeux,oeil,21
luisants,luisant,30
l',le,71
aventure,aventure,22
déroulée,déroulé,31
de,de,81
page,page,22
en,en,81
page,page,22
/.,/.,P
aux,à,81
aux,le,71
questions,question,22
qu',que,52
il,il,51
posait,poser,18
elle,il,51
répondait,répondre,18
avec,avec,81
un,un,71
sens,sens,21
inné,inné,30
des,de,81
des,le,71
choses,chose,22
de,de,81
la,le,71
tendresse,tendresse,22
et,et,82
de,de,81
la,le,71
passion,passion,22
",",",",p
un,un,71
sens,sens,21
juste,juste,30
",",",",p
mais,mais,82
un,un,71
peu,peu,60
flottant,flottant,30
dans,dans,81
son,son,73
ignorance,ignorance,22
populaire,populaire,30
/.,/.,P
et,et,82
il,il,51
pensait,penser,18
:,:,p
“,“,p
elle,il,51
deviendrait,devenir,16
intelligente,intelligent,30
et,et,82
fine,fin,30
si,si,83
elle,il,51
était,être,18
instruite,instruire,12
",",",",p
cette,ce,74
gamine,gamine,22
là,là,60
“,“,p
/.,/.,P
ce,ce,74
charme,charme,21
féminin,féminin,30
déjà,déjà,60
senti,senti,31
en,en,81
elle,il,51
lui,lui,51
faisait,faire,18
vraiment,vraiment,60
du,de,81
du,le,71
bien,bien,21
dans,dans,81
cette,ce,74
après-midi,après-midi,21
chaude,chaud,30
et,et,82
tranquille,tranquille,30
",",",",p
et,et,82
se,se,51
mêlait,mêler,18
étrangement,étrangement,60
en,en,81
son,son,73
esprit,esprit,21
au,à,81
au,le,71
charme,charme,21
si,si,60
mystérieux,mystérieux,30
et,et,82
si,si,60
puissant,puissant,30
de,de,81
cette,ce,74
Manon,Manon,20
qui,qui,52
apporte,apporter,17
à,à,81
nos,notre,73
coeurs,coeur,21
la,le,71
plus,plus,60
étrange,étrange,30
saveur,saveur,22
de,de,81
femme,femme,22
évoquée,évoqué,31
par,par,81
l',le,71
art,art,21
humain,humain,30
/.,/.,P
il,il,51
était,être,18
bercé,bercer,12
par,par,81
la,le,71
voix,voix,22
",",",",p
séduit,séduit,31
par,par,81
la,le,71
fable,fable,22
tant,tant,60
connue,connu,31
et,et,82
toujours,toujours,60
neuve,neuf,30
",",",",p
et,et,82
il,il,51
rêvait,rêver,18
d',de,81
une,un,71
maîtresse,maîtresse,22
volage,volage,30
et,et,82
séduisante,séduisant,30
comme,comme,83
celle,celui,52
de,de,81
des,de,81
des,le,71
Grieux,Grieux,20
",",",",p
infidèle,infidèle,30
et,et,82
constante,constant,30
",",",",p
humaine,humain,30
et,et,82
tentante,tentant,30
jusqu',jusque,81
en,en,81
ses,son,73
infâmes,infâme,30
défauts,défaut,21
",",",",p
créée,créé,31
pour,pour,81
faire,faire,14
sortir,sortir,14
de,de,81
l',le,71
homme,homme,21
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
a,avoir,17
en,en,81
lui,lui,51
de,de,81
tendresse,tendresse,22
et,et,82
de,de,81
colère,colère,22
",",",",p
d',de,81
attachement,attachement,21
et,et,82
de,de,81
haine,haine,22
passionnée,passionné,31
",",",",p
de,de,81
jalousie,jalousie,22
et,et,82
de,de,81
désir,désir,21
/.,/.,P
ah,ah,93
!,!,p
si,si,83
celle,celui,52
qu',que,52
il,il,51
venait,venir,18
de,de,81
quitter,quitter,14
avait,avoir,18
eu,avoir,12
seulement,seulement,60
dans,dans,81
les,le,71
veines,veine,22
la,le,71
perfidie,perfidie,22
énamourée,énamouré,30
et,et,82
sensuelle,sensuel,30
de,de,81
cette,ce,74
irritante,irritant,30
courtisane,courtisane,22
",",",",p
peut-être,peut-être,60
ne,ne,60
serait,être,16
il,il,51
jamais,jamais,60
parti,partir,12
/!,/!,P
Manon,Manon,20
trompait,tromper,18
",",",",p
mais,mais,82
elle,il,51
aimait,aimer,18
;,;,p
elle,il,51
mentait,mentir,18
",",",",p
mais,mais,82
elle,il,51
se,se,51
donnait,donner,18
/!,/!,P
après,après,81
cette,ce,74
journée,journée,22
de,de,81
paresse,paresse,22
",",",",p
Mariolle,Mariolle,20
s',se,51
assoupit,assoupir,19
",",",",p
quand,quand,83
le,le,71
soir,soir,21
vint,venir,19
",",",",p
dans,dans,81
une,un,71
espèce,espèce,22
de,de,81
songerie,songerie,22
où,où,60
toutes,tout,75
ces,ce,74
femmes,femme,22
se,se,51
confondaient,confondre,18
/.,/.,P
n',ne,60
ayant,avoir,13
subi,subir,12
",",",",p
depuis,depuis,81
la,le,71
veille,veille,22
",",",",p
aucune,aucun,75
fatigue,fatigue,22
",",",",p
et,et,82
n',ne,60
ayant,avoir,13
même,même,60
fait,faire,12
aucun,aucun,75
mouvement,mouvement,21
",",",",p
son,son,73
sommeil,sommeil,21
était,être,18
léger,léger,30
",",",",p
et,et,82
il,il,51
fut,être,19
troublé,troubler,12
par,par,81
un,un,71
bruit,bruit,21
inaccoutumé,inaccoutumé,30
entendu,entendu,31
dans,dans,81
la,le,71
maison,maison,22
/.,/.,P
une,un,71
fois,fois,22
ou,ou,82
deux,deux,72
déjà,déjà,60
",",",",p
pendant,pendant,81
la,le,71
nuit,nuit,22
",",",",p
il,il,51
avait,avoir,18
cru,croire,12
distinguer,distinguer,14
des,de,81
des,le,71
pas,pas,21
et,et,82
des,de,81
des,le,71
mouvements,mouvement,21
imperceptibles,imperceptible,30
au,à,81
au,le,71
rez-de-chaussée,rez-de-chaussée,21
",",",",p
non,non,60
point,point,60
au-dessous,au-dessous,60
de,de,81
lui,lui,51
",",",",p
mais,mais,82
dans,dans,81
les,le,71
petites,petit,30
pièces,pièce,22
attenantes,attenant,30
à,à,81
la,le,71
cuisine,cuisine,22
:,:,p
la,le,71
lingerie,lingerie,22
et,et,82
la,le,71
salle,salle,22
de,de,81
bains,bain,21
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
point,point,60
pris,prendre,12
garde,garde,22
/.,/.,P
mais,mais,82
ce,ce,74
soir,soir,21
là,là,60
",",",",p
las,las,30
d',de,81
être,être,14
couché,coucher,12
",",",",p
incapable,incapable,30
de,de,81
se,se,51
rendormir,rendormir,14
avant,avant,81
longtemps,longtemps,60
",",",",p
il,il,51
prêta,prêter,19
l',le,71
oreille,oreille,22
et,et,82
distingua,distinguer,19
des,de,81
des,le,71
frôlements,frôlement,21
inexplicables,inexplicable,30
et,et,82
une,un,71
sorte,sorte,22
de,de,81
clapotement,clapotement,21
/.,/.,P
alors,alors,60
il,il,51
se,se,51
décida,décider,19
à,à,81
aller,aller,14
voir,voir,14
",",",",p
alluma,allumer,19
sa,son,73
bougie,bougie,22
",",",",p
regarda,regarder,19
l',le,71
heure,heure,22
:,:,p
dix,dix,72
heures,heure,22
à,à,81
peine,peine,22
/.,/.,P
il,il,51
s',se,51
habilla,habiller,19
",",",",p
mit,mettre,19
en,en,81
sa,son,73
poche,poche,22
un,un,71
revolver,revolver,21
et,et,82
descendit,descendre,19
à,à,81
pas,pas,21
de,de,81
renard,renard,21
",",",",p
avec,avec,81
des,de,81
des,le,71
précautions,précaution,22
infinies,infini,30
/.,/.,P
en,en,81
entrant,entrer,13
dans,dans,81
la,le,71
cuisine,cuisine,22
",",",",p
il,il,51
reconnut,reconnaître,19
avec,avec,81
stupeur,stupeur,22
que,que,83
le,le,71
fourneau,fourneau,21
était,être,18
allumé,allumer,12
/.,/.,P
on,on,51
n',ne,60
entendait,entendre,18
plus,plus,60
rien,rien,52
",",",",p
puis,puis,60
il,il,51
crut,croire,19
percevoir,percevoir,14
un,un,71
mouvement,mouvement,21
dans,dans,81
la,le,71
salle,salle,22
de,de,81
bains,bain,21
",",",",p
toute,tout,75
petite,petit,30
pièce,pièce,22
peinte,peint,31
à,à,81
la,le,71
chaux,chaux,22
",",",",p
contenant,contenant,21
juste,juste,30
la,le,71
baignoire,baignoire,22
/.,/.,P
il,il,51
s',se,51
approcha,approcher,19
",",",",p
fit,faire,19
tourner,tourner,14
la,le,71
clef,clé,22
sans,sans,81
aucun,aucun,75
bruit,bruit,21
",",",",p
et,et,82
",",",",p
poussant,pousser,13
brusquement,brusquement,60
la,le,71
porte,porte,22
",",",",p
il,il,51
aperçut,apercevoir,19
allongé,allongé,31
dans,dans,81
l',le,71
eau,eau,22
",",",",p
les,le,71
bras,bras,21
flottant,flotter,13
et,et,82
les,le,71
seins,sein,21
frôlant,frôler,13
la,le,71
surface,surface,22
de,de,81
leurs,leur,73
fleurs,fleur,22
",",",",p
le,le,71
plus,plus,60
joli,joli,30
corps,corps,21
de,de,81
femme,femme,22
qu',que,52
il,il,51
eût,avoir,19
aperçu,apercevoir,12
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
elle,il,51
poussa,pousser,19
un,un,71
cri,cri,21
",",",",p
affolée,affolé,31
",",",",p
ne,ne,60
pouvant,pouvoir,13
fuir,fuir,14
/.,/.,P
il,il,51
était,être,18
à,à,81
genoux,genou,21
déjà,déjà,60
au,à,81
au,le,71
bord,bord,21
de,de,81
la,le,71
baignoire,baignoire,22
",",",",p
la,le,52
dévorant,dévorer,13
de,de,81
ses,son,73
yeux,oeil,21
ardents,ardent,30
et,et,82
la,le,71
bouche,bouche,22
tendue,tendu,31
vers,vers,81
elle,il,51
/.,/.,P
elle,il,51
comprit,comprendre,19
",",",",p
et,et,82
",",",",p
levant,lever,13
soudain,soudain,60
ses,son,73
deux,deux,72
bras,bras,21
ruisselants,ruisselant,30
",",",",p
Elisabeth,Elisabeth,20
les,le,52
referma,refermer,19
derrière,derrière,81
la,le,71
tête,tête,22
de,de,81
son,son,73
maître,maître,21
/.,/.,P
lorsqu',lorsque,83
elle,il,51
parut,paraître,19
devant,devant,81
lui,lui,51
le,le,71
lendemain,lendemain,21
",",",",p
apportant,apporter,13
le,le,71
thé,thé,21
",",",",p
et,et,82
que,que,83
leurs,leur,73
yeux,oeil,21
se,se,51
rencontrèrent,rencontrer,19
",",",",p
