11335
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente et unième extrait>,<>,<>
",",",",p
que,que,83
surtout,surtout,60
il,il,51
n',ne,60
exécuterait,exécuter,16
aucun,aucun,52
des,de,81
des,le,71
arrêts,arrêt,21
de,de,81
mort,mort,22
que,que,52
",",",",p
disait,dire,18
il,il,51
",",",",p
il,il,51
avait,avoir,18
in petto,in peto,91
/.,/.,P
-,-,p
et,et,82
si,si,83
l',l',94
on,on,51
me,je,51
pend,pendre,17
par,par,81
suite,suite,22
de,de,81
mon,mon,73
imprudence,imprudence,22
",",",",p
dit,dire,19
gravement,gravement,60
Ferrante,Ferrante,20
",",",",p
tous,tout,75
ces,ce,74
coquins,coquin,21
",",",",p
si,si,60
nuisibles,nuisible,30
au,à,81
au,le,71
peuple,peuple,21
",",",",p
vivront,vivre,15
de,de,81
longues,long,30
années,année,22
",",",",p
et,et,82
à,à,81
qui,qui,52
la,le,71
faute,faute,22
/?,/?,P
que,que,52
me,je,51
dira,dire,15
mon,mon,73
père,père,21
en,en,81
me,je,51
recevant,recevoir,13
là-haut,là-haut,60
/?,/?,P
la,le,71
duchesse,duchesse,22
lui,lui,51
parla,parler,19
beaucoup,beaucoup,60
de,de,81
ses,son,73
petits,petit,30
enfants,enfant,21
à,à,81
qui,qui,52
l',le,71
humidité,humidité,22
pouvait,pouvoir,18
causer,causer,14
des,de,81
des,le,71
maladies,maladie,22
mortelles,mortel,30
;,;,p
il,il,51
finit,finir,19
par,par,81
accepter,accepter,14
l',le,71
offre,offre,22
de,de,81
la,le,71
cachette,cachette,22
à,à,81
Parme,Parme,20
/.,/.,P
le,le,71
duc,duc,21
Sanseverina,Sanseverina,20
",",",",p
dans,dans,81
la,le,71
seule,seul,30
demi-journée,demi-journée,22
qu',que,52
il,il,51
eût,avoir,19
passée,passer,12
à,à,81
Parme,Parme,20
depuis,depuis,81
son,son,73
mariage,mariage,21
",",",",p
avait,avoir,18
montré,montrer,12
à,à,81
la,le,71
duchesse,duchesse,22
une,un,71
cachette,cachette,22
fort,fort,60
singulière,singulier,30
qui,qui,52
existe,exister,17
à,à,81
l',le,71
angle,angle,21
méridional,méridional,30
du,de,81
du,le,71
palais,palais,21
de,de,81
ce,ce,74
nom,nom,21
/.,/.,P
le,le,71
mur,mur,21
de,de,81
façade,façade,22
",",",",p
qui,qui,52
date,dater,17
du,de,81
du,le,71
moyen-âge,moyen-âge,21
",",",",p
a,avoir,17
huit,huit,72
pieds,pied,21
d',de,81
épaisseur,épaisseur,22
;,;,p
on,on,51
l',le,52
a,avoir,17
creusé,creuser,12
en,en,81
dedans,dedans,21
",",",",p
et,et,82
là,là,60
se,se,51
trouve,trouver,17
une,un,71
cachette,cachette,22
de,de,81
vingt,vingt,72
pieds,pied,21
de,de,81
haut,haut,21
",",",",p
mais,mais,82
de,de,81
deux,deux,72
seulement,seulement,60
de,de,81
largeur,largeur,22
/.,/.,P
c',ce,52
est,être,17
tout,tout,52
à,à,81
côté,côté,21
que,que,83
l',l',94
on,on,51
admire,admirer,17
ce,ce,74
réservoir,réservoir,21
d',de,81
eau,eau,22
cité,cité,31
dans,dans,81
tous,tout,75
les,le,71
voyages,voyage,21
",",",",p
fameux,fameux,30
ouvrage,ouvrage,21
du,de,81
du,le,71
douzième,douzième,72
siècle,siècle,21
",",",",p
pratiqué,pratiqué,31
lors,lors,60
du,de,81
du,le,71
siège,siège,21
de,de,81
Parme,Parme,20
par,par,81
l',le,71
empereur,empereur,21
Sigismond,Sigismond,20
",",",",p
et,et,82
qui,qui,52
plus,plus,60
tard,tard,60
fut,être,19
compris,comprendre,12
dans,dans,81
l',le,71
enceinte,enceinte,22
du,de,81
du,le,71
palais,palais,21
Sanseverina,Sanseverina,20
/.,/.,P
on,on,51
entre,entrer,17
dans,dans,81
la,le,71
cachette,cachette,22
en,en,81
faisant,faire,13
mouvoir,mouvoir,14
une,un,71
énorme,énorme,30
pierre,pierre,22
sur,sur,81
un,un,71
axe,axe,21
de,de,81
fer,fer,21
placé,placé,31
vers,vers,81
le,le,71
centre,centre,21
du,de,81
du,le,71
bloc,bloc,21
/.,/.,P
la,le,71
duchesse,duchesse,22
était,être,18
si,si,60
profondément,profondément,60
touchée,toucher,12
de,de,81
la,le,71
folie,folie,22
du,de,81
du,le,71
Ferrante,Ferrante,20
et,et,82
du,de,81
du,le,71
sort,sort,21
de,de,81
ses,son,73
enfants,enfant,21
",",",",p
pour,pour,81
lesquels,lequel,52
il,il,51
refusait,refuser,18
obstinément,obstinément,60
tout,tout,75
cadeau,cadeau,21
ayant,avoir,13
une,un,71
valeur,valeur,22
",",",",p
qu',que,83
elle,il,51
lui,lui,51
permit,permettre,19
de,de,81
faire,faire,14
usage,usage,21
de,de,81
cette,ce,74
cachette,cachette,22
pendant,pendant,81
assez,assez,60
longtemps,longtemps,60
/.,/.,P
elle,il,51
le,le,52
revit,revoir,19
un,un,71
mois,mois,21
après,après,81
",",",",p
toujours,toujours,60
dans,dans,81
les,le,71
bois,bois,21
de,de,81
Sacca,Sacca,20
",",",",p
et,et,82
comme,comme,83
ce,ce,74
jour,jour,21
là,là,60
il,il,51
était,être,18
un,un,71
peu,peu,60
plus,plus,60
calme,calme,30
",",",",p
il,il,51
lui,lui,51
récita,réciter,19
un,un,52
de,de,81
ses,son,73
sonnets,sonnet,21
qui,qui,52
lui,lui,51
sembla,sembler,19
égal,égal,30
ou,ou,82
supérieur,supérieur,30
à,à,81
tout,tout,52
ce,ce,52
qu',que,52
on,on,51
a,avoir,17
fait,faire,12
de,de,81
plus,plus,60
beau,beau,30
en,en,81
Italie,Italie,20
depuis,depuis,81
deux,deux,72
siècles,siècle,21
/.,/.,P
Ferrante,Ferrante,20
obtint,obtenir,19
plusieurs,plusieurs,75
entrevues,entrevue,22
;,;,p
mais,mais,82
son,son,73
amour,amour,21
s',se,51
exalta,exalter,19
",",",",p
devint,devenir,19
importun,importun,30
",",",",p
et,et,82
la,le,71
duchesse,duchesse,22
s',se,51
aperçut,apercevoir,19
que,que,83
cette,ce,74
passion,passion,22
suivait,suivre,18
les,le,71
lois,loi,22
de,de,81
tous,tout,75
les,le,71
amours,amour,21
que,que,52
l',l',94
on,on,51
met,mettre,17
dans,dans,81
la,le,71
possibilité,possibilité,22
de,de,81
concevoir,concevoir,14
une,un,71
lueur,lueur,22
d',de,81
espérance,espérance,22
/.,/.,P
elle,il,51
le,le,52
renvoya,renvoyer,19
dans,dans,81
ses,son,73
bois,bois,21
",",",",p
lui,lui,51
défendit,défendre,19
de,de,81
lui,lui,51
adresser,adresser,14
la,le,71
parole,parole,22
:,:,p
il,il,51
obéit,obéir,19
à,à,81
l',le,71
instant,instant,21
et,et,82
avec,avec,81
une,un,71
douceur,douceur,22
parfaite,parfait,31
/.,/.,P
les,le,71
choses,chose,22
en,en,52
étaient,être,18
à,à,81
ce,ce,74
point,point,21
quand,quand,83
Fabrice,Fabrice,20
fut,être,19
arrêté,arrêter,12
/.,/.,P
trois,trois,72
jours,jour,21
après,après,81
",",",",p
à,à,81
la,le,71
tombée,tombée,22
de,de,81
la,le,71
nuit,nuit,22
",",",",p
un,un,71
capucin,capucin,21
se,se,51
présenta,présenter,19
à,à,81
la,le,71
porte,porte,22
du,de,81
du,le,71
palais,palais,21
Sanseverina,Sanseverina,20
;,;,p
il,il,51
avait,avoir,18
",",",",p
disait,dire,18
il,il,51
",",",",p
un,un,71
secret,secret,21
important,important,30
à,à,81
communiquer,communiquer,14
à,à,81
la,le,71
maîtresse,maîtresse,22
du,de,81
du,le,71
logis,logis,21
/.,/.,P
elle,il,51
était,être,18
si,si,60
malheureuse,malheureux,30
qu',que,83
elle,il,51
fit,faire,19
entrer,entrer,14
:,:,p
c',ce,52
était,être,18
Ferrante,Ferrante,20
/.,/.,P
-,-,p
il,il,51
se,se,51
passe,passer,17
ici,ici,60
une,un,71
nouvelle,nouveau,30
iniquité,iniquité,22
dont,dont,52
le,le,71
tribun,tribun,21
du,de,81
du,le,71
peuple,peuple,21
doit,devoir,17
prendre,prendre,14
connaissance,connaissance,22
",",",",p
lui,lui,51
dit,dire,19
cet,ce,74
homme,homme,21
fou,fou,30
d',de,81
amour,amour,21
/.,/.,P
d',de,81
autre,autre,75
part,part,22
",",",",p
agissant,agir,13
comme,comme,83
simple,simple,30
particulier,particulier,21
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
",",",",p
je,je,51
ne,ne,60
puis,pouvoir,17
donner,donner,14
à,à,81
madame,madame,22
la,le,71
duchesse,duchesse,22
Sanseverina,Sanseverina,20
que,que,83
ma,mon,73
vie,vie,22
",",",",p
et,et,82
je,je,51
la,le,52
lui,lui,51
apporte,apporter,17
/.,/.,P
ce,ce,74
dévouement,dévouement,21
si,si,60
sincère,sincère,30
de,de,81
la,le,71
part,part,22
d',de,81
un,un,71
voleur,voleur,21
et,et,82
d',de,81
un,un,71
fou,fou,21
toucha,toucher,19
vivement,vivement,60
la,le,71
duchesse,duchesse,22
/.,/.,P
elle,il,51
parla,parler,19
longtemps,longtemps,60
à,à,81
cet,ce,74
homme,homme,21
qui,qui,52
passait,passer,18
pour,pour,81
le,le,71
plus,plus,60
grand,grand,30
poète,poète,21
du,de,81
du,le,71
nord,nord,21
de,de,81
l',le,71
Italie,Italie,20
",",",",p
et,et,82
pleura,pleurer,19
beaucoup,beaucoup,60
/.,/.,P
voilà,voilà,81
un,un,71
homme,homme,21
qui,qui,52
comprend,comprendre,17
mon,mon,73
coeur,coeur,21
",",",",p
se,se,51
disait,dire,18
elle,il,51
/.,/.,P
le,le,71
lendemain,lendemain,21
il,il,51
reparut,reparaître,19
toujours,toujours,60
à,à,81
l',le,71
Ave Maria,Ave Maria,20
",",",",p
déguisé,déguisé,31
en,en,81
domestique,domestique,21
et,et,82
portant,porter,13
livrée,livrée,22
/.,/.,P
-,-,p
je,je,51
n',ne,60
ai,avoir,17
point,point,60
quitté,quitter,12
Parme,Parme,20
;,;,p
j',je,51
ai,avoir,17
entendu,entendre,12
dire,dire,14
une,un,71
horreur,horreur,22
que,que,52
ma,mon,73
bouche,bouche,22
ne,ne,60
répétera,répéter,15
point,point,60
;,;,p
mais,mais,82
me,je,51
voici,voici,81
/.,/.,P
songez,songer,17
",",",",p
madame,madame,22
",",",",p
à,à,81
ce,ce,52
que,que,52
vous,vous,51
refusez,refuser,17
/!,/!,P
l',le,71
être,être,21
que,que,52
vous,vous,51
voyez,voir,17
n',ne,60
est,être,17
pas,pas,60
une,un,71
poupée,poupée,22
de,de,81
cour,cour,22
",",",",p
c',ce,52
est,être,17
un,un,71
homme,homme,21
/!,/!,P
il,il,51
était,être,18
à,à,81
genoux,genou,21
en,en,81
prononçant,prononcer,13
ces,ce,74
paroles,parole,22
d',de,81
un,un,71
air,air,21
à,à,81
leur,leur,52
donner,donner,14
de,de,81
la,le,71
valeur,valeur,22
/.,/.,P
hier,hier,60
",",",",p
je,je,51
me,je,51
suis,être,17
dit,dire,12
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
:,:,p
elle,il,51
a,avoir,17
pleuré,pleurer,12
en,en,81
ma,mon,73
présence,présence,22
;,;,p
donc,donc,82
elle,il,51
est,être,17
un,un,71
peu,peu,60
moins,moins,60
malheureuse,malheureux,30
/!,/!,P
-,-,p
mais,mais,82
",",",",p
monsieur,monsieur,21
",",",",p
songez,songer,17
donc,donc,82
quels,quel,75
dangers,danger,21
vous,vous,51
environnent,environner,17
",",",",p
on,on,51
vous,vous,51
arrêtera,arrêter,15
dans,dans,81
cette,ce,74
ville,ville,22
/!,/!,P
-,-,p
le,le,71
tribun,tribun,21
vous,vous,51
dira,dire,15
:,:,p
madame,madame,22
",",",",p
qu',que,52
est,être,17
ce,ce,52
que,que,52
la,le,71
vie,vie,22
quand,quand,83
le,le,71
devoir,devoir,21
parle,parler,17
/?,/?,P
l',le,71
homme,homme,21
malheureux,malheureux,30
",",",",p
et,et,82
qui,qui,52
a,avoir,17
la,le,71
douleur,douleur,22
de,de,81
ne,ne,60
plus,plus,60
sentir,sentir,14
de,de,81
passion,passion,22
pour,pour,81
la,le,71
vertu,vertu,22
depuis,depuis,81
qu',que,83
il,il,51
est,être,17
brûlé,brûler,12
par,par,81
l',le,71
amour,amour,21
",",",",p
ajoutera,ajouter,15
:,:,p
madame,madame,22
la,le,71
duchesse,duchesse,22
",",",",p
Fabrice,Fabrice,20
",",",",p
un,un,71
homme,homme,21
de,de,81
coeur,coeur,21
",",",",p
va,aller,17
périr,périr,14
peut-être,peut-être,60
;,;,p
ne,ne,60
repoussez,repousser,17
pas,pas,60
un,un,71
autre,autre,75
homme,homme,21
de,de,81
coeur,coeur,21
qui,qui,52
s',se,51
offre,offrir,17
à,à,81
vous,vous,51
/!,/!,P
voici,voici,81
un,un,71
corps,corps,21
de,de,81
fer,fer,21
et,et,82
une,un,71
âme,âme,22
qui,qui,52
ne,ne,60
craint,craindre,17
au,à,81
au,le,71
monde,monde,21
que,que,83
de,de,81
vous,vous,51
déplaire,déplaire,14
/.,/.,P
-,-,p
si,si,83
vous,vous,51
me,je,51
parlez,parler,17
encore,encore,60
de,de,81
vos,votre,73
sentiments,sentiment,21
",",",",p
je,je,51
vous,vous,51
ferme,fermer,17
ma,mon,73
porte,porte,22
à,à,81
jamais,jamais,60
/.,/.,P
la,le,71
duchesse,duchesse,22
eut,avoir,19
bien,bien,60
l',le,71
idée,idée,22
",",",",p
ce,ce,74
soir,soir,21
là,là,60
",",",",p
d',de,81
annoncer,annoncer,14
à,à,81
Ferrante,Ferrante,20
qu',que,83
elle,il,51
ferait,faire,16
une,un,71
petite,petit,30
pension,pension,22
à,à,81
ses,son,73
enfants,enfant,21
mais,mais,82
elle,il,51
eut,avoir,19
peur,peur,22
qu',que,83
il,il,51
ne,ne,60
partît,partir,18
de,de,81
là,là,60
pour,pour,81
se,se,51
tuer,tuer,14
/.,/.,P
à,à,81
peine,peine,22
fut,être,19
il,il,51
sorti,sortir,12
que,que,83
",",",",p
remplie,rempli,31
de,de,81
pressentiments,pressentiment,21
funestes,funeste,30
",",",",p
elle,il,51
se,se,51
dit,dire,19
:,:,p
moi,moi,51
aussi,aussi,60
je,je,51
puis,pouvoir,17
mourir,mourir,14
",",",",p
et,et,82
plût,plaire,18
à,à,81
dieu,dieu,21
qu',que,83
il,il,51
en,en,52
fût,être,19
ainsi,ainsi,60
",",",",p
et,et,82
bientôt,bientôt,60
!,!,p
si,si,83
je,je,51
trouvais,trouver,18
un,un,71
homme,homme,21
digne,digne,30
de,de,81
ce,ce,74
nom,nom,21
à,à,81
qui,qui,52
recommander,recommander,14
mon,mon,73
pauvre,pauvre,30
Fabrice,Fabrice,20
/.,/.,P
une,un,71
idée,idée,22
saisit,saisir,19
la,le,71
duchesse,duchesse,22
:,:,p
elle,il,51
prit,prendre,19
un,un,71
morceau,morceau,21
de,de,81
papier,papier,21
et,et,82
reconnut,reconnaître,19
",",",",p
par,par,81
un,un,71
écrit,écrit,21
auquel,à,81
auquel,lequel,52
elle,il,51
mêla,mêler,19
le,le,71
peu,peu,60
de,de,81
mots,mot,21
de,de,81
droit,droit,21
qu',que,83
elle,il,51
savait,savoir,18
",",",",p
qu',que,83
elle,il,51
avait,avoir,18
reçu,recevoir,12
du,de,81
du,le,71
sieur,sieur,21
Ferrante,Ferrante,20
Palla,Palla,20
la,le,71
somme,somme,22
de,de,81
<Nombre 25000 francs>,<>,<>
vingt,vingt,72
cinq,cinq,72
mille,mille,72
francs,franc,21
<Fin nombre>,<>,<>
",",",",p
sous,sous,81
l',le,71
expresse,exprès,30
condition,condition,22
de,de,81
payer,payer,14
chaque,chaque,75
année,année,22
une,un,71
rente,rente,22
viagère,viager,30
de,de,81
<Nombre 1500 francs>,<>,<>
mille,mille,72
cinq,cinq,72
cent,cent,72
francs,franc,21
<Fin nombre>,<>,<>
à,à,81
la,le,71
dame,dame,22
Sarasine,Sarasine,20
et,et,82
à,à,81
ses,son,73
cinq,cinq,72
enfants,enfant,21
/.,/.,P
la,le,71
duchesse,duchesse,22
ajouta,ajouter,19
:,:,p
de,de,81
plus,plus,60
je,je,51
lègue,léguer,17
une,un,71
rente,rente,22
viagère,viager,30
de,de,81
<Nombre 300 francs>,<>,<>
trois,trois,72
cent,cent,72
francs,franc,21
<Fin nombre>,<>,<>
à,à,81
chacun,chacun,52
de,de,81
ses,son,73
cinq,cinq,72
enfants,enfant,21
",",",",p
sous,sous,81
la,le,71
condition,condition,22
que,que,52
Ferrante,Ferrante,20
Palla,Palla,20
donnera,donner,15
des,de,81
des,le,71
soins,soin,21
comme,comme,83
médecin,médecin,21
à,à,81
mon,mon,73
neveu,neveu,21
Fabrice,Fabrice,20
del,del,92
Dongo,Dongo,20
",",",",p
et,et,82
sera,être,15
pour,pour,81
lui,lui,51
un,un,71
frère,frère,21
/.,/.,P
je,je,51
l',le,52
en,en,52
prie,prier,17
/.,/.,P
elle,il,51
signa,signer,19
",",",",p
antidata,antidater,19
d',de,81
un,un,71
an,an,21
et,et,82
serra,serrer,19
ce,ce,74
papier,papier,21
/.,/.,P
deux,deux,72
jours,jour,21
après,après,81
Ferrante,Ferrante,20
reparut,reparaître,19
/.,/.,P
c',ce,52
était,être,18
au,à,81
au,le,71
moment,moment,21
où,où,60
toute,tout,75
la,le,71
ville,ville,22
était,être,18
agitée,agiter,12
par,par,81
le,le,71
bruit,bruit,21
de,de,81
la,le,71
prochaine,prochain,30
exécution,exécution,22
de,de,81
Fabrice,Fabrice,20
/.,/.,P
cette,ce,74
triste,triste,30
cérémonie,cérémonie,22
aurait,avoir,16
elle,il,51
lieu,lieu,21
dans,dans,81
la,le,71
citadelle,citadelle,22
ou,ou,82
sous,sous,81
les,le,71
arbres,arbre,21
de,de,81
la,le,71
promenade,promenade,22
publique,public,30
/?,/?,P
plusieurs,plusieurs,75
hommes,homme,21
du,de,81
du,le,71
peuple,peuple,21
allèrent,aller,19
se,se,51
promener,promener,14
ce,ce,74
soir,soir,21
là,là,60
devant,devant,81
la,le,71
porte,porte,22
de,de,81
la,le,71
citadelle,citadelle,22
",",",",p
pour,pour,81
tâcher,tâcher,14
de,de,81
voir,voir,14
si,si,83
l',l',94
on,on,51
dressait,dresser,18
l',le,71
échafaud,échafaud,21
:,:,p
ce,ce,74
spectacle,spectacle,21
avait,avoir,18
ému,émouvoir,12
Ferrante,Ferrante,20
/.,/.,P
il,il,51
trouva,trouver,19
la,le,71
duchesse,duchesse,22
noyée,noyé,31
dans,dans,81
les,le,71
larmes,larme,22
",",",",p
et,et,82
hors,hors,81
d',de,81
état,état,21
de,de,81
parler,parler,14
;,;,p
elle,il,51
le,le,52
salua,saluer,19
de,de,81
la,le,71
main,main,22
et,et,82
lui,lui,51
montra,montrer,19
un,un,71
siège,siège,21
/.,/.,P
Ferrante,Ferrante,20
",",",",p
déguisé,déguisé,31
ce,ce,74
jour,jour,21
là,là,60
en,en,81
capucin,capucin,21
",",",",p
était,être,18
superbe,superbe,30
;,;,p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
s',se,51
asseoir,asseoir,14
il,il,51
se,se,51
mit,mettre,19
à,à,81
genoux,genou,21
et,et,82
pria,prier,19
dieu,dieu,21
dévotement,dévotement,60
à,à,81
demi-voix,demi-voix,22
/.,/.,P
dans,dans,81
un,un,71
moment,moment,21
où,où,60
la,le,71
duchesse,duchesse,22
semblait,sembler,18
un,un,71
peu,peu,60
plus,plus,60
calme,calme,30
",",",",p
sans,sans,81
se,se,51
déranger,déranger,14
de,de,81
sa,son,73
position,position,22
",",",",p
il,il,51
interrompit,interrompre,19
un,un,71
instant,instant,21
sa,son,73
prière,prière,22
pour,pour,81
dire,dire,14
ces,ce,74
mots,mot,21
:,:,p
de,de,81
nouveau,nouveau,21
il,il,51
offre,offrir,17
sa,son,73
vie,vie,22
/.,/.,P
-,-,p
songez,songer,17
à,à,81
ce,ce,52
que,que,52
vous,vous,51
dites,dire,17
",",",",p
s',se,51
écria,écrier,19
la,le,71
duchesse,duchesse,22
",",",",p
avec,avec,81
cet,ce,74
oeil,oeil,21
hagard,hagard,30
qui,qui,52
",",",",p
après,après,81
les,le,71
sanglots,sanglot,21
",",",",p
annonce,annoncer,17
que,que,83
la,le,71
colère,colère,22
prend,prendre,17
le,le,71
dessus,dessus,21
sur,sur,81
l',le,71
attendrissement,attendrissement,21
/.,/.,P
-,-,p
il,il,51
offre,offrir,17
sa,son,73
vie,vie,22
pour,pour,81
mettre,mettre,14
obstacle,obstacle,21
au,à,81
au,le,71
sort,sort,21
de,de,81
Fabrice,Fabrice,20
",",",",p
ou,ou,82
pour,pour,81
le,le,52
venger,venger,14
/.,/.,P
-,-,p
il,il,51
y,y,52
a,avoir,17
telle,tel,75
occurrence,occurrence,22
",",",",p
répliqua,répliquer,19
la,le,71
duchesse,duchesse,22
",",",",p
où,où,60
je,je,51
pourrais,pouvoir,16
accepter,accepter,14
le,le,71
sacrifice,sacrifice,21
de,de,81
votre,votre,73
vie,vie,22
/.,/.,P
elle,il,51
le,le,52
regardait,regarder,18
avec,avec,81
une,un,71
attention,attention,22
sévère,sévère,30
/.,/.,P
un,un,71
éclair,éclair,21
de,de,81
joie,joie,22
brilla,briller,19
dans,dans,81
son,son,73
regard,regard,21
;,;,p
il,il,51
se,se,51
leva,lever,19
rapidement,rapidement,60
et,et,82
tendit,tendre,19
les,le,71
bras,bras,21
vers,vers,81
le,le,71
ciel,ciel,21
/.,/.,P
la,le,71
duchesse,duchesse,22
alla,aller,19
se,se,51
munir,munir,14
d',de,81
un,un,71
papier,papier,21
caché,caché,31
dans,dans,81
le,le,71
secret,secret,21
d',de,81
une,un,71
grande,grand,30
armoire,armoire,22
de,de,81
noyer,noyer,21
/.,/.,P
-,-,p
lisez,lire,17
",",",",p
dit,dire,19
elle,il,51
à,à,81
Ferrante,Ferrante,20
/.,/.,P
c',ce,52
était,être,18
la,le,71
donation,donation,22
en,en,81
faveur,faveur,22
de,de,81
ses,son,73
enfants,enfant,21
",",",",p
dont,dont,52
nous,nous,51
avons,avoir,17
parlé,parler,12
/.,/.,P
les,le,71
larmes,larme,22
et,et,82
les,le,71
sanglots,sanglot,21
empêchaient,empêcher,18
Ferrante,Ferrante,20
de,de,81
lire,lire,14
la,le,71
fin,fin,22
;,;,p
il,il,51
tomba,tomber,19
à,à,81
genoux,genou,21
/.,/.,P
-,-,p
rendez,rendre,17
moi,moi,51
ce,ce,74
papier,papier,21
",",",",p
dit,dire,19
la,le,71
duchesse,duchesse,22
",",",",p
et,et,82
",",",",p
devant,devant,81
lui,lui,51
",",",",p
elle,il,51
le,le,52
brûla,brûler,19
à,à,81
la,le,71
bougie,bougie,22
/.,/.,P
il,il,51
ne,ne,60
faut,falloir,17
pas,pas,60
",",",",p
ajouta,ajouter,19
t,t,94
elle,il,51
",",",",p
que,que,83
mon,mon,73
nom,nom,21
paraisse,paraître,17
si,si,83
vous,vous,51
êtes,être,17
pris,prendre,12
et,et,82
exécuté,exécuter,12
",",",",p
car,car,82
il,il,51
y,y,52
va,aller,17
de,de,81
votre,votre,73
tête,tête,22
/.,/.,P
-,-,p
ma,mon,73
joie,joie,22
est,être,17
de,de,81
mourir,mourir,14
en,en,81
nuisant,nuire,13
au,à,81
au,le,71
tyran,tyran,21
",",",",p
une,un,71
bien,bien,60
plus,plus,60
grande,grand,30
joie,joie,22
de,de,81
mourir,mourir,14
pour,pour,81
vous,vous,51
/.,/.,P
cela,cela,52
posé,posé,31
et,et,82
bien,bien,60
compris,compris,31
",",",",p
daignez,daigner,17
ne,ne,60
plus,plus,60
faire,faire,14
mention,mention,22
de,de,81
ce,ce,74
détail,détail,21
d',de,81
argent,argent,21
",",",",p
j',je,51
y,y,52
verrais,voir,16
un,un,71
doute,doute,21
injurieux,injurieux,30
/.,/.,P
-,-,p
si,si,83
vous,vous,51
êtes,être,17
compromis,compromettre,12
",",",",p
je,je,51
puis,pouvoir,17
l',le,52
être,être,14
aussi,aussi,60
",",",",p
repartit,repartir,19
la,le,71
duchesse,duchesse,22
",",",",p
et,et,82
Fabrice,Fabrice,20
après,après,81
moi,moi,51
:,:,p
c',ce,52
est,être,17
pour,pour,81
cela,cela,52
",",",",p
et,et,82
non,non,60
pas,pas,60
parce que,parce que,83
je,je,51
doute,douter,17
de,de,81
votre,votre,73
bravoure,bravoure,22
",",",",p
que,que,83
j',je,51
exige,exiger,17
que,que,83
l',le,71
homme,homme,21
qui,qui,52
me,je,51
perce,percer,17
le,le,71
coeur,coeur,21
soit,être,17
empoisonné,empoisonner,12
et,et,82
non,non,60
tué,tuer,12
/.,/.,P
par,par,81
la,le,71
même,même,75
raison,raison,22
importante,important,30
pour,pour,81
moi,moi,51
",",",",p
je,je,51
vous,vous,51
ordonne,ordonner,17
de,de,81
faire,faire,14
tout,tout,52
au,à,81
au,le,71
monde,monde,21
pour,pour,81
vous,vous,51
sauver,sauver,14
/.,/.,P
-,-,p
j',je,51
exécuterai,exécuter,15
fidèlement,fidèlement,60
",",",",p
ponctuellement,ponctuellement,60
et,et,82
prudemment,prudemment,60
/.,/.,P
je,je,51
prévois,prévoir,17
",",",",p
madame,madame,22
la,le,71
duchesse,duchesse,22
",",",",p
que,que,83
ma,mon,73
vengeance,vengeance,22
sera,être,15
mêlée,mêler,12
à,à,81
la,le,71
vôtre,vôtre,52
:,:,p
il,il,51
en,en,52
serait,être,16
autrement,autrement,60
",",",",p
que,que,83
j',je,51
obéirais,obéir,16
encore,encore,60
fidèlement,fidèlement,60
",",",",p
ponctuellement,ponctuellement,60
et,et,82
prudemment,prudemment,60
/.,/.,P
je,je,51
puis,pouvoir,17
ne,ne,60
pas,pas,60
réussir,réussir,14
",",",",p
mais,mais,82
j',je,51
emploierai,employer,15
toute,tout,75
ma,mon,73
force,force,22
d',de,81
homme,homme,21
/.,/.,P
-,-,p
il,il,51
s',se,51
agit,agir,17
d',de,81
empoisonner,empoisonner,14
le,le,71
meurtrier,meurtrier,21
de,de,81
Fabrice,Fabrice,20
/.,/.,P
-,-,p
je,je,51
l',le,52
avais,avoir,18
deviné,deviner,12
",",",",p
et,et,82
depuis,depuis,81
vingt,vingt,72
sept,sept,72
mois,mois,21
que,que,83
je,je,51
mène,mener,17
cette,ce,74
vie,vie,22
errante,errant,30
et,et,82
abominable,abominable,30
",",",",p
j',je,51
ai,avoir,17
souvent,souvent,60
songé,songer,12
à,à,81
une,un,71
pareille,pareil,30
action,action,22
pour,pour,81
mon,mon,73
compte,compte,21
/.,/.,P
-,-,p
si,si,83
je,je,51
suis,être,17
découverte,découvrir,12
et,et,82
condamnée,condamner,12
comme,comme,83
complice,complice,22
",",",",p
poursuivit,poursuivre,19
la,le,71
duchesse,duchesse,22
d',de,81
un,un,71
ton,ton,21
de,de,81
fierté,fierté,22
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
point,point,60
que,que,83
l',l',94
on,on,51
puisse,pouvoir,17
m',je,51
imputer,imputer,14
de,de,81
vous,vous,51
avoir,avoir,14
séduit,séduire,12
/.,/.,P
je,je,51
vous,vous,51
ordonne,ordonner,17
de,de,81
ne,ne,60
plus,plus,60
chercher,chercher,14
à,à,81
me,je,51
voir,voir,14
avant,avant,81
l',le,71
époque,époque,22
de,de,81
notre,notre,73
vengeance,vengeance,22
:,:,p
il,il,51
ne,ne,60
s',se,51
agit,agir,17
point,point,60
de,de,81
le,le,52
mettre,mettre,14
à,à,81
mort,mort,22
avant,avant,81
que,que,83
je,je,51
vous,vous,51
en,en,52
aie,avoir,17
donné,donner,12
le,le,71
signal,signal,21
/.,/.,P
sa,son,73
mort,mort,22
en,en,81
cet,ce,74
instant,instant,21
",",",",p
par,par,81
exemple,exemple,21
",",",",p
me,je,51
