11441
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-quatrième extrait>,<>,<>
que,que,83
ce,ce,74
paysage,paysage,21
/.,/.,P
la,le,71
vallée,vallée,22
ressemblait,ressembler,18
à,à,81
un,un,71
lac,lac,21
de,de,81
verdure,verdure,22
",",",",p
et,et,82
l',le,71
oeil,oeil,21
en,en,52
suivait,suivre,18
les,le,71
contours,contour,21
avec,avec,81
la,le,71
plus,plus,60
parfaite,parfait,31
tranquillité,tranquillité,22
/.,/.,P
-,-,p
irons,aller,15
nous,nous,51
là,là,60
?,?,p
dis,dire,19
je,je,51
à,à,81
Brigitte,Brigitte,20
/.,/.,P
je,je,51
pris,prendre,19
un,un,71
crayon,crayon,21
et,et,82
traçai,tracer,19
quelques,quelque,75
traits,trait,21
sur,sur,81
l',le,71
estampe,estampe,22
/.,/.,P
-,-,p
que,que,52
faites,faire,17
vous,vous,51
?,?,p
demanda,demander,19
t,t,94
elle,il,51
/.,/.,P
-,-,p
je,je,51
cherche,chercher,17
",",",",p
lui,lui,51
dis,dire,19
je,je,51
",",",",p
si,si,83
",",",",p
avec,avec,81
un,un,71
peu,peu,60
d',de,81
adresse,adresse,22
",",",",p
il,il,51
faudrait,falloir,16
changer,changer,14
beaucoup,beaucoup,60
cette,ce,74
figure,figure,22
pour,pour,81
qu',que,83
elle,il,51
vous,vous,51
ressemblât,ressembler,18
/.,/.,P
la,le,71
jolie,joli,30
coiffure,coiffure,22
de,de,81
cette,ce,74
jeune,jeune,30
fille,fille,22
vous,vous,51
irait,aller,16
",",",",p
je,je,51
crois,croire,17
",",",",p
à,à,81
merveille,merveille,22
;,;,p
et,et,82
ne,ne,60
pourrais,pouvoir,16
je,je,51
pas,pas,60
",",",",p
si,si,83
je,je,51
réussissais,réussir,18
",",",",p
donner,donner,14
à,à,81
ce,ce,74
brave,brave,30
montagnard,montagnard,21
quelque,quelque,75
ressemblance,ressemblance,22
avec,avec,81
moi,moi,51
/?,/?,P
ce,ce,74
caprice,caprice,21
parut,paraître,19
lui,lui,51
plaire,plaire,14
",",",",p
et,et,82
",",",",p
s',se,51
emparant,emparer,13
aussitôt,aussitôt,60
d',de,81
un,un,71
grattoir,grattoir,21
",",",",p
elle,il,51
eut,avoir,19
bientôt,bientôt,60
effacé,effacer,12
sur,sur,81
la,le,71
feuille,feuille,22
le,le,71
visage,visage,21
du,de,81
du,le,71
garçon,garçon,21
et,et,82
celui,celui,52
de,de,81
la,le,71
fille,fille,22
/.,/.,P
me,je,51
voilà,voilà,81
faisant,faire,13
son,son,73
portrait,portrait,21
",",",",p
et,et,82
elle,il,51
voulut,vouloir,19
essayer,essayer,14
le,le,71
mien,mien,52
/.,/.,P
les,le,71
figures,figure,22
étaient,être,18
très,très,60
petites,petit,30
",",",",p
en,en,81
sorte,sorte,22
que,que,83
nous,nous,51
ne,ne,60
fûmes,être,19
pas,pas,60
difficiles,difficile,30
;,;,p
il,il,51
fut,être,19
convenu,convenir,12
que,que,83
les,le,71
portraits,portrait,21
étaient,être,18
frappants,frappant,30
",",",",p
et,et,82
il,il,51
suffisait,suffire,18
",",",",p
en,en,81
effet,effet,21
",",",",p
qu',que,83
on,on,51
y,y,52
cherchât,chercher,18
nos,notre,73
traits,trait,21
pour,pour,81
les,le,52
y,y,52
retrouver,retrouver,14
/.,/.,P
lorsque,lorsque,83
nous,nous,51
en,en,52
eûmes,avoir,19
ri,rire,12
",",",",p
le,le,71
livre,livre,21
resta,rester,19
ouvert,ouvert,31
",",",",p
et,et,82
",",",",p
le,le,71
domestique,domestique,21
m',je,51
ayant,avoir,13
appelé,appeler,12
pour,pour,81
quelque,quelque,75
affaire,affaire,22
",",",",p
je,je,51
sortis,sortir,19
quelques,quelque,75
instants,instant,21
après,après,81
/.,/.,P
lorsque,lorsque,83
je,je,51
rentrai,rentrer,19
",",",",p
Smith,Smith,20
était,être,18
appuyé,appuyer,12
sur,sur,81
la,le,71
table,table,22
et,et,82
regardait,regarder,18
l',le,71
estampe,estampe,22
avec,avec,81
tant,tant,60
d',de,81
attention,attention,22
qu',que,52
il,il,51
ne,ne,60
s',se,51
aperçut,apercevoir,19
pas,pas,60
que,que,83
je,je,51
fusse,être,18
revenu,revenir,12
/.,/.,P
il,il,51
était,être,18
absorbé,absorber,12
dans,dans,81
une,un,71
rêverie,rêverie,22
profonde,profond,30
;,;,p
je,je,51
repris,reprendre,19
ma,mon,73
place,place,22
auprès,auprès,60
du,de,81
du,le,71
feu,feu,21
",",",",p
et,et,82
ce,ce,52
ne,ne,60
fut,être,19
qu',que,83
à,à,81
la,le,71
première,premier,72
parole,parole,22
que,que,52
j',je,51
adressai,adresser,19
à,à,81
Brigitte,Brigitte,20
",",",",p
qu',que,52
il,il,51
releva,relever,19
la,le,71
tête,tête,22
/.,/.,P
il,il,51
nous,nous,51
regarda,regarder,19
tous,tout,75
deux,deux,72
un,un,71
moment,moment,21
;,;,p
puis,puis,60
il,il,51
prit,prendre,19
congé,congé,21
de,de,81
nous,nous,51
à,à,81
la,le,71
hâte,hâte,22
",",",",p
et,et,82
",",",",p
comme,comme,83
il,il,51
traversait,traverser,18
la,le,71
salle,salle,22
à,à,81
manger,manger,14
",",",",p
je,je,51
le,le,52
vis,voir,19
se,se,51
frapper,frapper,14
le,le,71
front,front,21
/.,/.,P
quand,quand,83
je,je,51
surprenais,surprendre,18
ces,ce,74
signes,signe,21
de,de,81
douleurs,douleur,22
je,je,51
me,je,51
levais,lever,18
et,et,82
courais,courir,18
m',je,51
enfermer,enfermer,14
/.,/.,P
-,-,p
et,et,82
qu',que,52
est,être,17
ce,ce,52
donc,donc,82
?,?,p
qu',que,52
est,être,17
ce,ce,52
donc,donc,82
?,?,p
répétais,répéter,18
je,je,51
/.,/.,P
puis,puis,60
je,je,51
joignais,joindre,18
les,le,71
mains,main,22
pour,pour,81
supplier,supplier,14
…,…,p
qui,qui,52
/?,/?,P
je,je,51
l',le,52
ignore,ignorer,17
;,;,p
peut-être,peut-être,60
mon,mon,73
bon,bon,30
ange,ange,21
",",",",p
peut-être,peut-être,60
mon,mon,73
mauvais,mauvais,30
destin,destin,21
/.,/.,P
<Chapitre IV>,<>,<>
mon,mon,73
coeur,coeur,21
me,je,51
criait,crier,18
de,de,81
partir,partir,14
",",",",p
et,et,82
cependant,cependant,82
je,je,51
tardais,tarder,18
toujours,toujours,60
;,;,p
une,un,71
volupté,volupté,22
secrète,secret,30
et,et,82
amère,amer,30
me,je,51
clouait,clouer,18
le,le,71
soir,soir,21
à,à,81
ma,mon,73
place,place,22
/.,/.,P
quand,quand,83
Smith,Smith,20
devait,devoir,18
venir,venir,14
",",",",p
je,je,51
n',ne,60
avais,avoir,18
point,point,60
de,de,81
repos,repos,21
que,que,83
je,je,51
n',ne,60
eusse,avoir,18
entendu,entendre,12
le,le,71
bruit,bruit,21
de,de,81
la,le,71
sonnette,sonnette,22
/.,/.,P
comment,comment,60
se,se,51
fait,faire,17
il,il,51
qu',que,83
il,il,51
y,y,52
ait,avoir,17
ainsi,ainsi,60
en,en,81
nous,nous,51
je,je,51
ne,ne,60
sais,savoir,17
quoi,quoi,52
qui,qui,52
aime,aimer,17
le,le,71
malheur,malheur,21
/?,/?,P
chaque,chaque,75
jour,jour,21
",",",",p
un,un,71
mot,mot,21
",",",",p
un,un,71
éclair,éclair,21
rapide,rapide,30
",",",",p
un,un,71
regard,regard,21
",",",",p
me,je,51
faisaient,faire,18
frémir,frémir,14
;,;,p
chaque,chaque,75
jour,jour,21
",",",",p
un,un,71
autre,autre,75
mot,mot,21
",",",",p
un,un,71
autre,autre,75
regard,regard,21
",",",",p
par,par,81
une,un,71
impression,impression,22
contraire,contraire,30
",",",",p
me,je,51
rejetaient,rejeter,18
dans,dans,81
l',le,71
incertitude,incertitude,22
/.,/.,P
par,par,81
quel,quel,75
mystère,mystère,21
inexplicable,inexplicable,30
les,le,52
voyais,voir,18
je,je,51
si,si,60
tristes,triste,30
tous,tout,75
deux,deux,72
/?,/?,P
par,par,81
quel,quel,75
autre,autre,75
mystère,mystère,21
restais,rester,18
je,je,51
immobile,immobile,30
",",",",p
comme,comme,83
une,un,71
statue,statue,22
",",",",p
à,à,81
les,le,52
regarder,regarder,14
",",",",p
lorsque,lorsque,83
",",",",p
dans,dans,81
plus,plus,60
d',de,81
une,un,71
occasion,occasion,22
semblable,semblable,30
",",",",p
je,je,51
m',je,51
étais,être,18
montré,montrer,12
violent,violent,30
jusques,jusque,81
à,à,81
la,le,71
fureur,fureur,22
/?,/?,P
je,je,51
n',ne,60
avais,avoir,18
pas,pas,60
la,le,71
force,force,22
de,de,81
bouger,bouger,14
",",",",p
moi,moi,51
qui,qui,52
m',je,51
étais,être,18
senti,sentir,12
en,en,81
amour,amour,21
de,de,81
ces,ce,74
jalousies,jalousie,22
presque,presque,60
féroces,féroce,30
",",",",p
comme,comme,83
on,on,51
en,en,52
voit,voir,17
en,en,81
Orient,Orient,20
/.,/.,P
je,je,51
passais,passer,18
mes,mon,73
journées,journée,22
à,à,81
attendre,attendre,14
",",",",p
et,et,82
je,je,51
n',ne,60
aurais,avoir,16
pu,pouvoir,12
dire,dire,14
ce,ce,52
que,que,52
j',je,51
attendais,attendre,18
/.,/.,P
je,je,51
m',je,51
asseyais,asseoir,18
le,le,71
soir,soir,21
sur,sur,81
mon,mon,73
lit,lit,21
",",",",p
et,et,82
me,je,51
disais,dire,18
:,:,p
voyons,voir,17
",",",",p
pensons,penser,17
à,à,81
cela,cela,52
/.,/.,P
je,je,51
mettais,mettre,18
ma,mon,73
tête,tête,22
dans,dans,81
mes,mon,73
mains,main,22
",",",",p
puis,puis,60
je,je,51
m',je,51
écriais,écrier,18
:,:,p
c',ce,52
est,être,17
impossible,impossible,30
!,!,p
et,et,82
je,je,51
recommençais,recommencer,18
le,le,71
jour,jour,21
suivant,suivant,30
/.,/.,P
en,en,81
présence,présence,22
de,de,81
Smith,Smith,20
",",",",p
Brigitte,Brigitte,20
me,je,51
témoignait,témoigner,18
plus,plus,60
d',de,81
amitié,amitié,22
que,que,83
quand,quand,83
nous,nous,51
étions,être,18
seuls,seul,30
/.,/.,P
il,il,51
arriva,arriver,19
un,un,71
soir,soir,21
comme,comme,83
nous,nous,51
venions,venir,18
d',de,81
échanger,échanger,14
quelques,quelque,75
mots,mot,21
assez,assez,60
durs,dur,30
;,;,p
quand,quand,83
elle,il,51
entendit,entendre,19
sa,son,73
voix,voix,22
dans,dans,81
l',le,71
antichambre,antichambre,22
",",",",p
elle,il,51
vint,venir,19
s',se,51
asseoir,asseoir,14
sur,sur,81
mes,mon,73
genoux,genou,21
/.,/.,P
pour,pour,81
lui,lui,51
",",",",p
toujours,toujours,60
tranquille,tranquille,30
et,et,82
triste,triste,30
",",",",p
il,il,51
semblait,sembler,18
qu',que,83
il,il,51
fît,faire,18
sur,sur,81
lui-même,lui-même,51
un,un,71
effort,effort,21
continuel,continuel,30
/.,/.,P
ses,son,73
moindres,moindre,30
gestes,geste,21
étaient,être,18
mesurés,mesurer,12
;,;,p
il,il,51
parlait,parler,18
peu,peu,60
et,et,82
lentement,lentement,60
;,;,p
mais,mais,82
les,le,71
mouvements,mouvement,21
brusques,brusque,30
qui,qui,52
lui,lui,51
échappaient,échapper,18
n',ne,60
en,en,52
étaient,être,18
que,que,83
plus,plus,60
frappants,frappant,30
par,par,81
leur,leur,73
contraste,contraste,21
avec,avec,81
sa,son,73
contenance,contenance,22
habituelle,habituel,30
/.,/.,P
dans,dans,81
la,le,71
circonstance,circonstance,22
où,où,60
je,je,51
me,je,51
trouvais,trouver,18
",",",",p
puis,pouvoir,17
je,je,51
appeler,appeler,14
curiosité,curiosité,22
l',le,71
impatience,impatience,22
qui,qui,52
me,je,51
dévorait,dévorer,18
/?,/?,P
qu',que,52
aurais,avoir,16
je,je,51
répondu,répondre,12
si,si,83
quelqu'un,quelqu'un,52
fût,être,19
venu,venir,12
me,je,51
dire,dire,14
:,:,p
-,-,p
que,que,52
vous,vous,51
importe,importer,17
?,?,p
vous,vous,51
êtes,être,17
bien,bien,60
curieux,curieux,30
/.,/.,P
peut-être,peut-être,60
",",",",p
cependant,cependant,82
",",",",p
n',ne,60
était,être,18
ce,ce,52
pas,pas,60
autre,autre,75
chose,chose,22
/.,/.,P
je,je,51
me,je,51
souviens,souvenir,17
qu',que,83
un,un,71
jour,jour,21
",",",",p
au,à,81
au,le,71
Pont-Royal,Pont-Royal,20
",",",",p
je,je,51
vis,voir,19
un,un,71
homme,homme,21
se,se,51
noyer,noyer,14
/.,/.,P
je,je,51
faisais,faire,18
avec,avec,81
des,de,81
des,le,71
amis,ami,21
ce,ce,52
qu',que,52
on,on,51
appelle,appeler,17
une,un,71
pleine,plein,30
eau,eau,22
",",",",p
à,à,81
l',le,71
école,école,22
de,de,81
natation,natation,22
",",",",p
et,et,82
nous,nous,51
étions,être,18
suivis,suivre,12
par,par,81
un,un,71
bateau,bateau,21
où,où,60
se,se,51
tenaient,tenir,18
deux,deux,72
maîtres,maître,30
nageurs,nageur,21
/.,/.,P
c',ce,52
était,être,18
au,à,81
au,le,71
plus,plus,60
fort,fort,30
de,de,81
l',le,71
été,été,21
;,;,p
notre,notre,73
bateau,bateau,21
en,en,52
avait,avoir,18
rencontré,rencontrer,12
un,un,71
autre,autre,52
",",",",p
en,en,81
sorte,sorte,22
que,que,83
nous,nous,51
nous,nous,51
trouvions,trouver,17
plus,plus,60
de,de,81
trente,trente,72
sous,sous,81
la,le,71
grande,grand,30
arche,arche,22
du,de,81
du,le,71
pont,pont,21
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
nous,nous,51
",",",",p
un,un,71
jeune,jeune,30
homme,homme,21
est,être,17
pris,prendre,12
d',de,81
un,un,71
coup,coup,21
de,de,81
sang,sang,21
/.,/.,P
j',je,51
entends,entendre,17
un,un,71
cri,cri,21
et,et,82
je,je,51
me,je,51
retourne,retourner,17
/.,/.,P
je,je,51
vis,voir,19
deux,deux,72
mains,main,22
qui,qui,52
s',se,51
agitaient,agiter,18
à,à,81
la,le,71
surface,surface,22
de,de,81
l',le,71
eau,eau,22
",",",",p
puis,puis,60
tout,tout,52
disparut,disparaître,19
/.,/.,P
nous,nous,51
plongeâmes,plonger,19
aussitôt,aussitôt,60
;,;,p
ce,ce,52
fut,être,19
en,en,81
vain,vain,30
",",",",p
et,et,82
",",",",p
une,un,71
heure,heure,22
après,après,81
seulement,seulement,60
",",",",p
on,on,51
parvint,parvenir,19
à,à,81
retirer,retirer,14
le,le,71
cadavre,cadavre,21
engagé,engagé,31
sous,sous,81
un,un,71
train,train,21
de,de,81
bois,bois,21
/.,/.,P
l',le,71
impression,impression,22
que,que,52
j',je,51
éprouvai,éprouver,19
tandis que,tandis que,83
je,je,51
plongeais,plonger,18
dans,dans,81
la,le,71
rivière,rivière,22
ne,ne,60
sortira,sortir,15
jamais,jamais,60
de,de,81
ma,mon,73
mémoire,mémoire,22
/.,/.,P
je,je,51
regardais,regarder,18
de,de,81
tous,tout,75
côtés,côté,21
",",",",p
dans,dans,81
les,le,71
couches,couche,22
d',de,81
eau,eau,22
obscures,obscur,30
et,et,82
profondes,profond,30
qui,qui,52
m',je,51
enveloppaient,envelopper,18
avec,avec,81
un,un,71
sourd,sourd,30
murmure,murmure,21
/.,/.,P
tant,tant,60
que,que,83
je,je,51
pouvais,pouvoir,18
retenir,retenir,14
mon,mon,73
haleine,haleine,22
",",",",p
je,je,51
m',je,51
enfonçais,enfoncer,18
toujours,toujours,60
plus,plus,60
avant,avant,81
;,;,p
puis,puis,60
je,je,51
revenais,revenir,18
à,à,81
la,le,71
surface,surface,22
",",",",p
j',je,51
échangeais,échanger,18
une,un,71
question,question,22
avec,avec,81
quelque,quelque,75
autre,autre,75
nageur,nageur,21
aussi,aussi,60
inquiet,inquiet,30
que,que,83
moi,moi,51
;,;,p
puis,puis,60
je,je,51
retournais,retourner,18
à,à,81
cette,ce,74
pêche,pêche,22
humaine,humain,30
/.,/.,P
j',je,51
étais,être,18
plein,plein,30
d',de,81
horreur,horreur,22
et,et,82
d',de,81
espérance,espérance,22
;,;,p
l',le,71
idée,idée,22
que,que,52
j',je,51
allais,aller,18
peut-être,peut-être,60
me,je,51
sentir,sentir,14
saisi,saisi,31
par,par,81
deux,deux,72
bras,bras,21
convulsifs,convulsif,30
me,je,51
causait,causer,18
une,un,71
joie,joie,22
et,et,82
une,un,71
terreur,terreur,22
indicibles,indicible,30
",",",",p
et,et,82
ce,ce,52
ne,ne,60
fut,être,19
qu',que,83
exténué,exténuer,12
de,de,81
fatigue,fatigue,22
que,que,83
je,je,51
remontai,remonter,19
dans,dans,81
le,le,71
bateau,bateau,21
/.,/.,P
quand,quand,83
la,le,71
débauche,débauche,22
n',ne,60
abrutit,abrutir,17
pas,pas,60
l',le,71
homme,homme,21
",",",",p
une,un,52
de,de,81
ses,son,73
suites,suite,22
nécessaires,nécessaire,30
est,être,17
une,un,71
étrange,étrange,30
curiosité,curiosité,22
/.,/.,P
j',je,51
ai,avoir,17
dit,dire,12
plus,plus,60
haut,haut,60
celle,celui,52
que,que,52
j',je,51
avais,avoir,18
ressentie,ressentir,12
à,à,81
ma,mon,73
première,premier,72
visite,visite,22
à,à,81
Desgenais,Desgenais,20
/.,/.,P
je,je,51
m',je,51
expliquerai,expliquer,15
davantage,davantage,60
/.,/.,P
la,le,71
vérité,vérité,22
",",",",p
squelette,squelette,21
des,de,81
des,le,71
apparences,apparence,22
",",",",p
veut,vouloir,17
que,que,83
tout,tout,75
homme,homme,21
",",",",p
quel,quel,52
qu',que,52
il,il,51
soit,être,17
",",",",p
vienne,venir,17
à,à,81
son,son,73
jour,jour,21
et,et,82
à,à,81
son,son,73
heure,heure,22
toucher,toucher,14
ses,son,73
ossements,ossement,21
éternels,éternel,30
au,à,81
au,le,71
fond,fond,21
de,de,81
quelque,quelque,75
plaie,plaie,22
passagère,passager,30
/.,/.,P
cela,cela,52
s',se,51
appelle,appeler,17
connaître,connaître,14
le,le,71
monde,monde,21
",",",",p
et,et,82
l',le,71
expérience,expérience,22
est,être,17
à,à,81
ce,ce,74
prix,prix,21
/.,/.,P
or,or,82
",",",",p
il,il,51
arrive,arriver,17
que,que,83
",",",",p
devant,devant,81
cette,ce,74
épreuve,épreuve,22
",",",",p
les,le,71
uns,un,52
reculent,reculer,17
épouvantés,épouvanté,31
;,;,p
les,le,71
autres,autre,52
",",",",p
faibles,faible,30
et,et,82
effrayés,effrayé,31
",",",",p
en,en,52
restent,rester,17
vacillants,vacillant,30
comme,comme,83
des,de,81
des,le,71
ombres,ombre,22
/.,/.,P
quelques,quelque,75
créatures,créature,22
",",",",p
les,le,71
meilleures,meilleur,30
peut-être,peut-être,60
",",",",p
en,en,52
meurent,mourir,17
aussitôt,aussitôt,60
/.,/.,P
le,le,71
plus,plus,60
grand,grand,30
nombre,nombre,21
oublie,oublier,17
",",",",p
et,et,82
ainsi,ainsi,60
tout,tout,52
flotte,flotter,17
à,à,81
la,le,71
mort,mort,22
/.,/.,P
mais,mais,82
certains,certain,75
hommes,homme,21
",",",",p
à,à,81
coup,coup,21
sûr,sûr,30
malheureux,malheureux,30
",",",",p
ne,ne,60
reculent,reculer,17
ni,ni,82
ne,ne,60
chancellent,chanceler,17
",",",",p
ne,ne,60
meurent,mourir,17
ni,ni,82
n',ne,60
oublient,oublier,17
;,;,p
quand,quand,83
leur,leur,73
tour,tour,21
vient,venir,17
de,de,81
toucher,toucher,14
au,à,81
au,le,71
malheur,malheur,21
",",",",p
autrement,autrement,60
dit,dit,31
à,à,81
la,le,71
vérité,vérité,22
",",",",p
ils,ils,51
s',se,51
en,en,52
approchent,approcher,17
d',de,81
un,un,71
pas,pas,21
ferme,ferme,30
",",",",p
étendent,étendre,17
la,le,71
main,main,22
",",",",p
et,et,82
",",",",p
chose,chose,22
horrible,horrible,30
!,!,p
se,se,51
prennent,prendre,17
d',de,81
amour,amour,21
pour,pour,81
le,le,71
noyé,noyé,21
livide,livide,30
qu',que,52
ils,ils,51
ont,avoir,17
senti,sentir,12
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
eaux,eau,22
/.,/.,P
ils,ils,51
le,le,52
saisissent,saisir,18
",",",",p
le,le,52
palpent,palper,17
",",",",p
l',le,52
étreignent,étreindre,17
;,;,p
les,le,52
voilà,voilà,81
ivres,ivre,30
du,de,81
du,le,71
désir,désir,21
de,de,81
connaître,connaître,14
;,;,p
ils,ils,51
ne,ne,60
regardent,regarder,17
plus,plus,60
les,le,71
choses,chose,22
que,que,52
pour,pour,81
voir,voir,14
à,à,81
travers,travers,21
;,;,p
ils,ils,51
ne,ne,60
font,faire,17
plus,plus,60
que,que,83
douter,douter,14
et,et,82
tenter,tenter,14
;,;,p
ils,ils,51
fouillent,fouiller,17
le,le,71
monde,monde,21
comme,comme,83
des,de,81
des,le,71
espions,espion,21
de,de,81
dieu,dieu,21
;,;,p
leurs,leur,73
pensées,pensée,22
s',se,51
aiguisent,aiguiser,17
en,en,81
flèches,flèche,22
",",",",p
et,et,82
il,il,51
leur,leur,52
naît,naître,17
un,un,71
lynx,lynx,21
dans,dans,81
les,le,71
entrailles,entraille,22
/.,/.,P
les,le,71
débauchés,débauché,21
",",",",p
plus,plus,60
que,que,83
tous,tout,75
les,le,71
autres,autre,52
",",",",p
sont,être,17
exposés,exposer,12
à,à,81
cette,ce,74
fureur,fureur,22
",",",",p
et,et,82
la,le,71
raison,raison,22
en,en,52
est,être,17
toute,tout,60
simple,simple,30
/.,/.,P
en,en,81
comparant,comparer,13
la,le,71
vie,vie,22
ordinaire,ordinaire,30
à,à,81
une,un,71
surface,surface,22
plane,plan,30
et,et,82
transparente,transparent,30
",",",",p
les,le,71
débauchés,débauché,21
",",",",p
dans,dans,81
les,le,71
courants,courant,21
rapides,rapide,30
",",",",p
à,à,81
tout,tout,75
moment,moment,21
touchent,toucher,17
le,le,71
fond,fond,21
/.,/.,P
au,à,81
au,le,71
sortir,sortir,21
d',de,81
un,un,71
bal,bal,21
",",",",p
par,par,81
exemple,exemple,21
",",",",p
ils,ils,51
s',se,51
en,en,52
vont,aller,17
dans,dans,81
un,un,71
mauvais,mauvais,30
lieu,lieu,21
/.,/.,P
après,après,81
avoir,avoir,14
serré,serrer,12
dans,dans,81
la,le,71
valse,valse,22
la,le,71
main,main,22
pudique,pudique,30
d',de,81
une,un,71
vierge,vierge,22
",",",",p
et,et,82
peut-être,peut-être,60
l',le,52
avoir,avoir,14
fait,faire,12
trembler,trembler,14
",",",",p
ils,ils,51
partent,partir,17
",",",",p
ils,ils,51
courent,courir,17
",",",",p
jettent,jeter,17
leur,leur,73
manteau,manteau,21
",",",",p
et,et,82
s',se,51
attablent,attabler,17
en,en,81
se,se,51
frottant,frotter,13
les,le,71
mains,main,22
/.,/.,P
la,le,71
dernière,dernier,30
phrase,phrase,22
qu',que,52
ils,ils,51
viennent,venir,17
d',de,81
adresser,adresser,14
à,à,81
une,un,71
belle,beau,30
et,et,82
honnête,honnête,30
femme,femme,22
est,être,17
encore,encore,60
sur,sur,81
leurs,leur,73
lèvres,lèvre,22
;,;,p
ils,ils,51
la,le,52
répètent,répéter,17
en,en,81
éclatant,éclater,13
de,de,81
rire,rire,21
/.,/.,P
que,que,52
dis,dire,17
je,je,51
?,?,p
ne,ne,60
soulèvent,soulever,17
ils,ils,51
pas,pas,60
pour,pour,81
quelques,quelque,75
pièces,pièce,22
d',de,81
argent,argent,21
ce,ce,74
vêtement,vêtement,21
qui,qui,52
fait,faire,17
la,le,71
chasteté,chasteté,22
",",",",p
la,le,71
robe,robe,22
",",",",p
ce,ce,74
voile,voile,21
plein,plein,30
de,de,81
mystère,mystère,21
",",",",p
qui,qui,52
semble,sembler,17
respecter,respecter,14
lui-même,lui-même,51
l',le,71
être,être,21
qu',que,52
il,il,51
embellit,embellir,17
",",",",p
et,et,82
l',le,52
entoure,entourer,17
sans,sans,81
le,le,52
toucher,toucher,14
/?,/?,P
quelle,quel,75
idée,idée,22
doivent,devoir,17
ils,ils,51
donc,donc,82
se,se,51
faire,faire,14
du,de,81
du,le,71
monde,monde,21
?,?,p
ils,ils,51
s',se,51
y,y,52
trouvent,trouver,17
à,à,81
chaque,chaque,75
instant,instant,21
comme,comme,83
des,de,81
des,le,71
comédiens,comédien,21
dans,dans,81
une,un,71
coulisse,coulisse,22
/.,/.,P
qui,qui,52
plus,plus,60
qu',que,83
eux,ils,51
est,être,17
habitué,habituer,12
à,à,81
cette,ce,74
recherche,recherche,22
du,de,81
du,le,71
fond,fond,21
des,de,81
des,le,71
choses,chose,22
",",",",p
et,et,82
",",",",p
si,si,83
l',l',94
on,on,51
peut,pouvoir,17
ainsi,ainsi,60
parler,parler,14
",",",",p
à,à,81
ces,ce,74
tâtements,tâtement,21
profonds,profond,30
et,et,82
impies,impie,30
/?,/?,P
voyez,voir,17
comme,comme,83
ils,ils,51
parlent,parler,17
de,de,81
tout,tout,52
/.,/.,P
toujours,toujours,60
les,le,71
termes,terme,21
les,le,71
plus,plus,60
crus,cru,31
",",",",p
les,le,71
plus,plus,60
grossiers,grossier,30
",",",",p
les,le,71
plus,plus,60
abjects,abject,30
;,;,p
ceux-là,celui-là,52
seulement,seulement,60
leur,leur,52
paraissent,paraître,17
vrais,vrai,30
",",",",p
tout,tout,75
le,le,71
reste,reste,21
n',ne,60
est,être,17
que,que,83
parade,parade,22
",",",",p
convention,convention,22
et,et,82
préjugés,préjugé,21
/.,/.,P
qu',que,52
ils,ils,51
racontent,raconter,17
une,un,71
anecdote,anecdote,22
",",",",p
qu',que,52
ils,ils,51
rendent,rendre,17
compte,compte,21
de,de,81
ce,ce,52
qu',que,52
ils,ils,51
ont,avoir,17
éprouvé,éprouver,12
",",",",p
toujours,toujours,60
le,le,71
mot,mot,21
sale,sale,30
et,et,82
physique,physique,30
",",",",p
toujours,toujours,60
la,le,71
lettre,lettre,22
",",",",p
toujours,toujours,60
la,le,71
mort,mort,22
/.,/.,P
ils,ils,51
ne,ne,60
disent,dire,17
pas,pas,60
:,:,p
cette,ce,74
femme,femme,22
m',je,51
a,avoir,17
aimé,aimer,12
;,;,p
ils,ils,51
disent,dire,17
:,:,p
j',je,51
ai,avoir,17
eu,avoir,12
cette,ce,74
femme,femme,22
;,;,p
ils,ils,51
ne,ne,60
disent,dire,17
pas,pas,60
:,:,p
j',je,51
aime,aimer,17
;,;,p
ils,ils,51
disent,dire,17
:,:,p
j',je,51
ai,avoir,17
envie,envie,22
;,;,p
ils,ils,51
ne,ne,60
disent,dire,17
jamais,jamais,60
:,:,p
dieu,dieu,21
le,le,52
veuille,vouloir,17
!,!,p
ils,ils,51
disent,dire,17
partout,partout,60
:,:,p
si,si,83
je,je,51
voulais,vouloir,18
/!,/!,P
je,je,51
ne,ne,60
sais,savoir,17
ce,ce,52
qu',que,52
ils,ils,51
pensent,penser,17
d',de,81
eux-mêmes,eux-mêmes,51
",",",",p
et,et,82
quels,quel,75
monologues,monologue,21
ils,ils,51
font,faire,17
/.,/.,P
de,de,81
là,là,60
",",",",p
inévitablement,inévitablement,60
",",",",p
ou,ou,82
la,le,71
paresse,paresse,22
ou,ou,82
la,le,71
curiosité,curiosité,22
;,;,p
car,car,82
",",",",p
pendant,pendant,81
qu',que,83
ils,ils,51
s',se,51
exercent,exercer,17
ainsi,ainsi,60
à,à,81
voir,voir,14
en,en,81
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
y,y,52
a,avoir,17
de,de,81
pire,pire,30
",",",",p
ils,ils,51
n',ne,60
en,en,52
entendent,entendre,17
pas,pas,60
moins,moins,60
les,le,71
autres,autre,52
