11802
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-septième extrait>,<>,<>
mine,mine,22
/.,/.,P
“,“,p
voici,voici,81
votre,votre,73
chambre,chambre,22
pour,pour,81
cette,ce,74
nuit,nuit,22
",",",",p
dit,dire,19
il,il,51
;,;,p
il,il,51
est,être,17
tard,tard,60
",",",",p
et,et,82
monsieur,monsieur,21
le,le,71
gouverneur,gouverneur,21
est,être,17
couché,coucher,12
/.,/.,P
demain,demain,60
",",",",p
quand,quand,83
il,il,51
se,se,51
réveillera,réveiller,15
et,et,82
qu',que,83
il,il,51
aura,avoir,15
pris,prendre,12
connaissance,connaissance,22
des,de,81
des,le,71
ordres,ordre,21
qui,qui,52
vous,vous,51
concernent,concerner,17
",",",",p
peut-être,peut-être,60
vous,vous,51
changera,changer,15
t,t,94
il,il,51
de,de,81
domicile,domicile,21
;,;,p
en,en,81
attendant,attendre,13
",",",",p
voici,voici,81
du,de,81
du,le,71
pain,pain,21
",",",",p
il,il,51
y,y,52
a,avoir,17
de,de,81
l',le,71
eau,eau,22
dans,dans,81
cette,ce,74
cruche,cruche,22
",",",",p
de,de,81
la,le,71
paille,paille,22
là-bas,là-bas,60
dans,dans,81
un,un,71
coin,coin,21
:,:,p
c',ce,52
est,être,17
tout,tout,52
ce,ce,52
qu',que,52
un,un,71
prisonnier,prisonnier,21
peut,pouvoir,17
désirer,désirer,14
/.,/.,P
bonsoir,bonsoir,21
/.,/.,P
“,“,p
et,et,82
avant,avant,81
que,que,83
Dantès,Dantès,20
eût,avoir,19
songé,songer,12
à,à,81
ouvrir,ouvrir,14
la,le,71
bouche,bouche,22
pour,pour,81
lui,lui,51
répondre,répondre,14
",",",",p
avant,avant,81
qu',que,83
il,il,51
eût,avoir,19
remarqué,remarquer,12
où,où,60
lé,lé,21
geôlier,geôlier,21
posait,poser,18
ce,ce,74
pain,pain,21
",",",",p
avant,avant,81
qu',que,83
il,il,51
se,se,51
fût,être,19
rendu,rendre,12
compte,compte,21
de,de,81
l',le,71
endroit,endroit,21
où,où,60
gisait,gésir,18
cette,ce,74
cruche,cruche,22
",",",",p
avant,avant,81
qu',que,83
il,il,51
eût,avoir,19
tourné,tourner,12
les,le,71
yeux,oeil,21
vers,vers,81
le,le,71
coin,coin,21
où,où,60
l',le,52
attendait,attendre,18
cette,ce,74
paille,paille,22
destinée,destiné,31
à,à,81
lui,lui,51
servir,servir,14
de,de,81
lit,lit,21
",",",",p
le,le,71
geôlier,geôlier,21
avait,avoir,18
pris,prendre,12
le,le,71
lampion,lampion,21
",",",",p
et,et,82
",",",",p
refermant,refermer,13
la,le,71
porte,porte,22
",",",",p
enlevé,enlever,12
au,à,81
au,le,71
prisonnier,prisonnier,21
ce,ce,74
reflet,reflet,21
blafard,blafard,30
qui,qui,52
lui,lui,51
avait,avoir,18
montré,montrer,12
",",",",p
comme,comme,83
à,à,81
la,le,71
lueur,lueur,22
d',de,81
un,un,71
éclair,éclair,21
",",",",p
les,le,71
murs,mur,21
ruisselants,ruisselant,30
de,de,81
sa,son,73
prison,prison,22
/.,/.,P
alors,alors,60
il,il,51
se,se,51
trouva,trouver,19
seul,seul,30
dans,dans,81
les,le,71
ténèbres,ténèbre,22
et,et,82
dans,dans,81
le,le,71
silence,silence,21
",",",",p
aussi,aussi,60
muet,muet,30
et,et,82
aussi,aussi,60
sombre,sombre,30
que,que,83
ces,ce,74
voûtes,voûte,22
dont,dont,52
il,il,51
sentait,sentir,18
le,le,71
froid,froid,21
glacial,glacial,30
s',se,51
abaisser,abaisser,14
sur,sur,81
son,son,73
front,front,21
brûlant,brûlant,30
/.,/.,P
quand,quand,83
les,le,71
premiers,premier,72
rayons,rayon,21
du,de,81
du,le,71
jour,jour,21
eurent,avoir,19
ramené,ramener,12
un,un,71
peu,peu,60
de,de,81
clarté,clarté,22
dans,dans,81
cet,ce,74
antre,antre,21
",",",",p
le,le,71
geôlier,geôlier,21
revint,revenir,19
avec,avec,81
ordre,ordre,21
de,de,81
laisser,laisser,14
le,le,71
prisonnier,prisonnier,21
où,où,60
il,il,51
était,être,18
/.,/.,P
Dantès,Dantès,20
n',ne,60
avait,avoir,18
point,point,60
changé,changer,12
de,de,81
place,place,22
/.,/.,P
une,un,71
main,main,22
de,de,81
fer,fer,21
semblait,sembler,18
l',le,52
avoir,avoir,14
cloué,clouer,12
à,à,81
l',le,71
endroit,endroit,21
même,même,30
où,où,60
la,le,71
veille,veille,22
il,il,51
s',se,51
était,être,18
arrêté,arrêter,12
:,:,p
seulement,seulement,60
son,son,73
oeil,oeil,21
profond,profond,30
se,se,51
cachait,cacher,18
sous,sous,81
une,un,71
enflure,enflure,22
causée,causé,31
par,par,81
la,le,71
vapeur,vapeur,22
humide,humide,30
de,de,81
ses,son,73
larmes,larme,22
/.,/.,P
il,il,51
était,être,18
immobile,immobile,30
et,et,82
regardait,regarder,18
la,le,71
terre,terre,22
/.,/.,P
il,il,51
avait,avoir,18
ainsi,ainsi,60
passé,passer,12
toute,tout,75
la,le,71
nuit,nuit,22
debout,debout,60
",",",",p
et,et,82
sans,sans,81
dormir,dormir,14
un,un,71
seul,seul,30
instant,instant,30
/.,/.,P
le,le,71
geôlier,geôlier,21
s',se,51
approcha,approcher,19
de,de,81
lui,lui,51
",",",",p
tourna,tourner,19
autour,autour,60
de,de,81
lui,lui,51
",",",",p
mais,mais,82
Dantès,Dantès,20
ne,ne,60
parut,paraître,19
pas,pas,60
le,le,52
voir,voir,14
/.,/.,P
il,il,51
lui,lui,51
frappa,frapper,19
sur,sur,81
l',le,71
épaule,épaule,22
",",",",p
Dantès,Dantès,20
tressaillit,tressaillir,19
et,et,82
secoua,secouer,19
la,le,71
tête,tête,22
/.,/.,P
“,“,p
n',ne,60
avez,avoir,17
vous,vous,51
donc,donc,82
pas,pas,60
dormi,dormir,12
?,?,p
demanda,demander,19
le,le,71
geôlier,geôlier,21
/.,/.,P
-,-,p
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
“,“,p
",",",",p
répondit,répondre,19
Dantès,Dantès,20
/.,/.,P
le,le,71
geôlier,geôlier,21
le,le,52
regarda,regarder,19
avec,avec,81
étonnement,étonnement,21
/.,/.,P
“,“,p
n',ne,60
avez,avoir,17
vous,vous,51
pas,pas,60
faim,faim,22
?,?,p
continua,continuer,19
t,t,94
il,il,51
/.,/.,P
-,-,p
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
",",",",p
répondit,répondre,19
encore,encore,60
Dantès,Dantès,20
/.,/.,P
-,-,p
voulez,vouloir,17
vous,vous,51
quelque,quelque,75
chose,chose,22
/?,/?,P
je,je,51
voudrais,vouloir,16
voir,voir,14
le,le,71
gouverneur,gouverneur,21
/.,/.,P
“,“,p
le,le,71
geôlier,geôlier,21
haussa,hausser,19
les,le,71
épaules,épaule,22
et,et,82
sortit,sortir,19
/.,/.,P
Dantès,Dantès,20
le,le,52
suivit,suivre,19
des,de,81
des,le,71
yeux,oeil,21
",",",",p
tendit,tendre,19
les,le,71
mains,main,22
vers,vers,81
la,le,71
porte,porte,22
entrouverte,entrouvert,31
",",",",p
mais,mais,82
la,le,71
porte,porte,22
se,se,51
referma,refermer,19
/.,/.,P
alors,alors,60
sa,son,73
poitrine,poitrine,22
sembla,sembler,19
se,se,51
déchirer,déchirer,14
dans,dans,81
un,un,71
long,long,30
sanglot,sanglot,21
/.,/.,P
les,le,71
larmes,larme,22
qui,qui,52
gonflaient,gonfler,18
sa,son,73
poitrine,poitrine,22
jaillirent,jaillir,19
comme,comme,83
deux,deux,72
ruisseaux,ruisseau,21
",",",",p
il,il,51
se,se,51
précipita,précipiter,19
le,le,71
front,front,21
contre,contre,81
terre,terre,22
et,et,82
pria,prier,19
longtemps,longtemps,60
",",",",p
repassant,repasser,13
dans,dans,81
son,son,73
esprit,esprit,21
toute,tout,75
sa,son,73
vie,vie,22
passée,passé,31
",",",",p
et,et,82
se,se,51
demandant,demander,13
à,à,81
lui-même,lui-même,51
quel,quel,75
crime,crime,21
il,il,51
avait,avoir,18
commis,commettre,12
dans,dans,81
cette,ce,74
vie,vie,22
",",",",p
si,si,60
jeune,jeune,30
encore,encore,60
",",",",p
qui,qui,52
méritât,mériter,18
une,un,71
si,si,60
cruelle,cruel,30
punition,punition,22
/.,/.,P
la,le,71
journée,journée,22
se,se,51
passa,passer,19
ainsi,ainsi,60
/.,/.,P
<Nombre 7>,<>,<>
sept,sept,72
<Fin nombre>,<>,<>
peine,peine,22
s',si,83
il,il,51
mangea,manger,19
quelques,quelque,75
bouchées,bouchée,22
de,de,81
pain,pain,21
et,et,82
but,boire,19
quelques,quelque,75
gouttes,goutte,22
d',de,81
eau,eau,22
/.,/.,P
tantôt,tantôt,60
il,il,51
restait,rester,18
assis,assis,31
et,et,82
absorbé,absorbé,31
dans,dans,81
ses,son,73
pensées,pensée,22
",",",",p
tantôt,tantôt,60
il,il,51
tournait,tourner,18
tout,tout,60
autour,autour,60
de,de,81
sa,son,73
prison,prison,22
comme,comme,83
fait,faire,17
un,un,71
animal,animal,21
sauvage,sauvage,30
enfermé,enfermé,31
dans,dans,81
une,un,71
cage,cage,22
de,de,81
fer,fer,21
/.,/.,P
une,un,71
pensée,pensée,22
surtout,surtout,21
le,le,52
faisait,faire,18
bondir,bondir,14
:,:,p
c',ce,52
est,être,17
que,que,83
",",",",p
pendant,pendant,81
cette,ce,74
traversée,traversée,22
",",",",p
où,où,60
",",",",p
dans,dans,81
son,son,73
ignorance,ignorance,22
du,de,81
du,le,71
lieu,lieu,21
où,où,60
on,on,51
le,le,52
conduisait,conduire,18
",",",",p
il,il,51
était,être,18
resté,rester,12
si,si,60
calme,calme,30
et,et,82
si,si,60
tranquille,tranquille,30
",",",",p
il,il,51
aurait,avoir,16
pu,pouvoir,12
dix,dix,72
fois,fois,22
se,se,51
jeter,jeter,14
à,à,81
la,le,71
mer,mer,22
",",",",p
et,et,82
",",",",p
une,un,71
fois,fois,22
dans,dans,81
l',le,71
eau,eau,22
",",",",p
grâce,grâce,22
à,à,81
son,son,73
habileté,habileté,22
à,à,81
nager,nager,14
",",",",p
grâce,grâce,22
à,à,81
cette,ce,74
habitude,habitude,22
qui,qui,52
faisait,faire,18
de,de,81
lui,lui,51
un,un,52
des,de,81
des,le,71
plus,plus,60
habiles,habile,30
plongeurs,plongeur,21
de,de,81
Marseille,Marseille,20
",",",",p
disparaître,disparaître,14
sous,sous,81
l',le,71
eau,eau,22
",",",",p
échapper,échapper,14
à,à,81
ses,son,73
gardiens,gardien,21
",",",",p
gagner,gagner,14
la,le,71
côte,côte,22
",",",",p
fuir,fuir,14
",",",",p
se,se,51
cacher,cacher,14
dans,dans,81
quelque,quelque,75
crique,crique,22
déserte,désert,30
",",",",p
attendre,attendre,14
un,un,71
bâtiment,bâtiment,21
génois,génois,30
ou,ou,82
catalan,catalan,30
",",",",p
gagner,gagner,14
l',le,71
Italie,Italie,20
ou,ou,82
l',le,71
Espagne,Espagne,20
",",",",p
et,et,82
de,de,81
là,là,60
écrire,écrire,14
à,à,81
Mercédès,Mercédès,20
de,de,81
venir,venir,14
le,le,71
rejoindre,rejoindre,14
/.,/.,P
quant,quand,83
à,à,81
sa,son,73
vie,vie,22
",",",",p
dans,dans,81
aucune,aucun,75
contrée,contrée,22
il,il,51
n',ne,60
en,en,52
était,être,18
inquiet,inquiet,30
:,:,p
partout,partout,60
les,le,71
bons,bon,30
marins,marin,21
sont,être,17
rares,rare,30
;,;,p
il,il,51
parlait,parler,18
l',le,71
italien,italien,21
comme,comme,83
un,un,71
Toscan,Toscan,20
",",",",p
l',le,71
espagnol,espagnol,21
comme,comme,83
un,un,71
enfant,enfant,21
de,de,81
la,le,71
vieille,vieux,30
Castille,Castille,20
;,;,p
il,il,51
eût,avoir,19
vécu,vivre,12
libre,libre,30
",",",",p
heureux,heureux,30
avec,avec,81
Mercédès,Mercédès,20
",",",",p
son,son,73
père,père,21
",",",",p
car,car,82
son,son,73
père,père,21
fût,être,19
venu,venir,12
le,le,52
rejoindre,rejoindre,14
;,;,p
tandis qu',tandis que,83
il,il,51
était,être,18
prisonnier,prisonnier,30
",",",",p
enfermé,enfermer,12
au,à,81
au,le,71
château,château,21
d',de,81
If,If,20
",",",",p
dans,dans,81
cette,ce,74
infranchissable,infranchissable,30
prison,prison,22
",",",",p
ne,ne,60
sachant,savoir,13
pas,pas,60
ce,ce,52
que,que,52
devenait,devenir,18
son,son,73
père,père,21
",",",",p
ce,ce,52
que,que,52
devenait,devenir,18
Mercédès,Mercédès,20
",",",",p
et,et,82
tout,tout,75
cela,cela,52
parce qu',parce que,83
il,il,51
avait,avoir,18
cru,croire,12
à,à,81
la,le,71
parole,parole,22
de,de,81
Villefort,Villefort,20
:,:,p
c',ce,52
était,être,18
à,à,81
en,en,52
devenir,devenir,14
fou,fou,30
;,;,p
aussi,aussi,60
Dantès,Dantès,20
se,se,51
roulait,rouler,18
il,il,51
furieux,furieux,30
sur,sur,81
la,le,71
paille,paille,22
fraîche,frais,30
que,que,52
lui,lui,51
avait,avoir,18
apportée,apporter,12
son,son,73
geôlier,geôlier,21
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
à,à,81
la,le,71
même,même,75
heure,heure,22
",",",",p
le,le,71
geôlier,geôlier,21
entra,entrer,19
/.,/.,P
“,“,p
eh,eh,93
bien,bien,60
",",",",p
lui,lui,51
demanda,demander,19
le,le,71
geôlier,geôlier,21
",",",",p
êtes,être,17
vous,vous,51
plus,plus,60
raisonnable,raisonnable,30
aujourd'hui,aujourd'hui,60
qu',que,83
hier,hier,60
/?,/?,P
Dantès,Dantès,20
ne,ne,60
répondit,répondre,19
point,point,60
/.,/.,P
“,“,p
voyons,voir,17
donc,donc,82
",",",",p
dit,dire,19
celui-ci,celui-ci,52
",",",",p
un,un,71
peu,peu,60
de,de,81
courage,courage,21
/!,/!,P
désirez,désirer,17
vous,vous,51
quelque,quelque,75
chose,chose,22
qui,qui,52
soit,être,17
à,à,81
ma,mon,73
disposition,disposition,22
?,?,p
voyons,voir,17
",",",",p
dites,dire,17
/.,/.,P
-,-,p
je,je,51
désire,désirer,17
parler,parler,14
au,à,81
au,le,71
gouverneur,gouverneur,21
/.,/.,P
-,-,p
eh,eh,93
!,!,p
dit,dire,19
le,le,71
geôlier,geôlier,21
avec,avec,81
impatience,impatience,22
",",",",p
je,je,51
vous,vous,51
ai,avoir,17
déjà,déjà,60
dit,dire,12
que,que,83
c',ce,52
est,être,17
impossible,impossible,30
/.,/.,P
-,-,p
pourquoi,pourquoi,60
cela,cela,52
;,;,p
impossible,impossible,30
/?,/?,P
parce que,parce que,83
",",",",p
par,par,81
les,le,71
règlements,règlement,21
de,de,81
la,le,71
prison,prison,22
",",",",p
il,il,51
n',ne,60
est,être,17
point,point,60
permis,permettre,12
à,à,81
un,un,71
prisonnier,prisonnier,21
de,de,81
le,le,52
demander,demander,14
/.,/.,P
-,-,p
qu',que,52
y,y,52
a,avoir,17
t,t,94
il,il,51
donc,donc,82
de,de,81
permis,permis,31
ici,ici,60
?,?,p
demanda,demander,19
Dantès,Dantès,20
/.,/.,P
-,-,p
une,un,71
meilleure,meilleur,30
nourriture,nourriture,22
en,en,81
payant,payer,13
",",",",p
la,le,71
promenade,promenade,22
",",",",p
et,et,82
quelquefois,quelquefois,60
des,de,81
des,le,71
livres,livre,21
/.,/.,P
-,-,p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
besoin,besoin,21
de,de,81
livres,livre,21
",",",",p
je,je,51
n',ne,60
ai,avoir,17
aucune,aucun,75
envie,envie,22
de,de,81
me,je,51
promener,promener,14
et,et,82
je,je,51
trouve,trouver,17
ma,mon,73
nourriture,nourriture,22
bonne,bon,30
;,;,p
ainsi,ainsi,60
je,je,51
ne,ne,60
veux,vouloir,17
qu',que,83
une,un,71
chose,chose,22
",",",",p
voir,voir,14
le,le,71
gouverneur,gouverneur,21
/.,/.,P
-,-,p
si,si,83
vous,vous,51
m',je,51
ennuyez,ennuyer,17
à,à,81
me,je,51
répéter,répéter,14
toujours,toujours,60
la,le,71
même,même,75
chose,chose,22
",",",",p
dit,dire,19
le,le,71
geôlier,geôlier,21
",",",",p
je,je,51
ne,ne,60
vous,vous,51
apporterai,apporter,15
plus,plus,60
à,à,81
manger,manger,14
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
dit,dire,19
Dantès,Dantès,20
",",",",p
si,si,83
tu,tu,51
ne,ne,60
m',je,51
apportes,apporter,17
plus,plus,60
à,à,81
manger,manger,14
",",",",p
je,je,51
mourrai,mourir,15
de,de,81
faim,faim,22
",",",",p
voilà,voilà,81
tout,tout,52
/.,/.,P
“,“,p
l',le,71
accent,accent,21
avec,avec,81
lequel,lequel,52
Dantès,Dantès,20
prononça,prononcer,19
ces,ce,74
mots,mot,21
prouva,prouver,19
au,à,81
au,le,71
geôlier,geôlier,21
que,que,83
son,son,73
prisonnier,prisonnier,21
serait,être,16
heureux,heureux,30
de,de,81
mourir,mourir,14
;,;,p
aussi,aussi,60
",",",",p
comme,comme,83
tout,tout,75
prisonnier,prisonnier,21
",",",",p
de,de,81
compte,compter,17
fait,fait,31
",",",",p
rapporte,rapporter,17
dix,dix,72
sous,sou,21
à,à,81
peu,peu,60
près,près,81
par,par,81
jour,jour,21
à,à,81
son,son,73
geôlier,geôlier,21
",",",",p
celui,celui,52
de,de,81
Dantès,Dantès,20
envisagea,envisager,19
le,le,71
déficit,déficit,21
qui,qui,52
résulterait,résulter,16
pour,pour,81
lui,lui,51
de,de,81
sa,son,73
mort,mort,22
",",",",p
et,et,82
reprit,reprendre,19
d',de,81
un,un,71
ton,ton,21
plus,plus,60
adouci,adouci,31
:,:,p
“,“,p
Ecoutez,écouter,17
:,:,p
ce,ce,52
que,que,52
vous,vous,51
désirez,désirer,17
là,là,60
est,être,17
impossible,impossible,30
;,;,p
ne,ne,60
le,le,52
demandez,demander,17
donc,donc,82
pas,pas,60
davantage,davantage,60
",",",",p
car,car,82
il,il,51
est,être,17
sans,sans,81
exemple,exemple,21
que,que,83
",",",",p
sur,sur,81
sa,son,73
demande,demande,22
",",",",p
le,le,71
gouverneur,gouverneur,21
soit,être,17
venu,venir,12
dans,dans,81
la,le,71
chambre,chambre,22
d',de,81
un,un,71
prisonnier,prisonnier,21
;,;,p
seulement,seulement,60
",",",",p
soyez,être,17
bien,bien,60
sage,sage,30
",",",",p
on,on,51
vous,vous,51
permettra,permettre,15
la,le,71
promenade,promenade,22
",",",",p
et,et,82
il,il,51
est,être,17
possible,possible,30
qu',que,83
un,un,71
jour,jour,21
",",",",p
pendant,pendant,81
que,que,83
vous,vous,51
vous,vous,51
promènerez,promener,15
",",",",p
le,le,71
gouverneur,gouverneur,21
passe,passer,17
:,:,p
alors,alors,60
vous,vous,51
l',le,52
interrogerez,interroger,15
",",",",p
et,et,82
",",",",p
s',si,83
il,il,51
veut,vouloir,17
vous,vous,51
répondre,répondre,14
",",",",p
cela,cela,52
le,le,52
regarde,regarder,17
/.,/.,P
-,-,p
mais,mais,82
",",",",p
dit,dire,19
Dantès,Dantès,20
",",",",p
combien,combien,60
de,de,81
temps,temps,21
puis,pouvoir,17
je,je,51
attendre,attendre,14
ainsi,ainsi,60
sans,sans,81
que,que,83
ce,ce,74
hasard,hasard,21
se,se,51
présente,présenter,17
/?,/?,P
ah,ah,93
dame,dame,22
!,!,p
dit,dire,19
le,le,71
geôlier,geôlier,21
",",",",p
un,un,71
mois,mois,21
",",",",p
trois,trois,72
mois,mois,21
",",",",p
six,six,72
mois,mois,21
",",",",p
un,un,71
an,an,21
peut-être,peut-être,60
/.,/.,P
-,-,p
c',ce,52
est,être,17
trop,trop,60
long,long,30
",",",",p
dit,dire,19
Dantès,Dantès,20
",",",",p
je,je,51
veux,vouloir,17
le,le,52
voir,voir,14
tout,tout,60
de,de,81
suite,suite,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
dit,dire,19
le,le,71
geôlier,geôlier,21
",",",",p
ne,ne,60
vous,vous,51
absorbez,absorber,17
pas,pas,60
ainsi,ainsi,60
dans,dans,81
un,un,71
seul,seul,30
désir,désir,21
impossible,impossible,30
",",",",p
ou,ou,82
avant,avant,81
quinze,quinze,72
jours,jour,21
vous,vous,51
serez,être,15
fou,fou,30
/.,/.,P
-,-,p
ah,ah,93
!,!,p
tu,tu,51
crois,croire,17
",",",",p
dit,dire,19
Dantès,Dantès,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
fou,fou,30
;,;,p
c',ce,52
est,être,17
toujours,toujours,60
ainsi,ainsi,60
que,que,83
commence,commencer,17
la,le,71
folie,folie,22
",",",",p
nous,nous,51
en,en,52
avons,avoir,17
un,un,71
exemple,exemple,21
ici,ici,60
:,:,p
c',ce,52
est,être,17
en,en,81
offrant,offrir,13
sans,sans,81
cesse,cesse,22
un,un,71
million,million,21
au,à,81
au,le,71
gouverneur,gouverneur,21
",",",",p
si,si,83
on,on,51
voulait,vouloir,18
le,le,52
mettre,mettre,14
en,en,81
liberté,liberté,22
",",",",p
que,que,83
le,le,71
cerveau,cerveau,21
de,de,81
l',le,71
abbé,abbé,21
qui,qui,52
habitait,habiter,18
cette,ce,74
chambre,chambre,22
avant,avant,81
vous,vous,51
s',se,51
est,être,17
détraqué,détraquer,12
/.,/.,P
-,-,p
et,et,82
combien,combien,60
y,y,52
a,avoir,17
t,t,94
il,il,51
qu',que,83
il,il,51
a,avoir,17
quitté,quitter,12
cette,ce,74
chambre,chambre,22
/?,/?,P
deux,deux,72
ans,an,21
/.,/.,P
-,-,p
on,on,51
l',le,52
a,avoir,17
mis,mettre,12
en,en,81
liberté,liberté,22
/?,/?,P
non,non,60
",",",",p
on,on,51
l',le,52
a,avoir,17
mis,mettre,12
au,à,81
au,le,71
cachot,cachot,21
/.,/.,P
-,-,p
écoute,écouter,17
",",",",p
dit,dire,19
Dantès,Dantès,20
",",",",p
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
un,un,71
abbé,abbé,21
",",",",p
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
un,un,71
fou,fou,21
;,;,p
peut,pouvoir,17
-,-,p
être,être,14
le,le,52
deviendrai,devenir,15
je,je,51
",",",",p
mais,mais,82
malheureusement,malheureusement,60
",",",",p
à,à,81
cette,ce,74
heure,heure,22
",",",",p
j',je,51
ai,avoir,17
encore,encore,60
tout,tout,75
mon,mon,73
bon,bon,30
sens,sens,21
:,:,p
je,je,51
vais,aller,17
te,tu,51
faire,faire,14
une,un,71
autre,autre,75
proposition,proposition,22
/.,/.,P
-,-,p
laquelle,lequel,52
/?,/?,P
je,je,51
ne,ne,60
t',tu,51
offrirai,offrir,15
pas,pas,60
un,un,71
million,million,21
",",",",p
moi,moi,51
",",",",p
car,car,82
je,je,51
ne,ne,60
pourrais,pouvoir,16
pas,pas,60
te,tu,51
le,le,52
donner,donner,14
;,;,p
mais,mais,82
je,je,51
t',tu,51
offrirai,offrir,15
cent,cent,72
écus,écu,21
si,si,83
tu,tu,51
veux,vouloir,17
",",",",p
la,le,71
première,premier,72
fois,fois,22
que,que,83
tu,tu,51
iras,aller,15
à,à,81
Marseille,Marseille,20
",",",",p
descendre,descendre,14
jusqu',jusque,81
aux,à,81
aux,le,71
Catalans,Catalan,20
",",",",p
et,et,82
remettre,remettre,14
une,un,71
lettre,lettre,22
à,à,81
une,un,71
jeune,jeune,30
fille,fille,22
qu',que,52
on,on,51
appelle,appeler,17
Mercédès,Mercédès,20
",",",",p
pas,pas,60
même,même,60
une,un,71
lettre,lettre,22
",",",",p
deux,deux,72
lignes,ligne,22
seulement,seulement,60
/.,/.,P
-,-,p
si,si,83
je,je,51
portais,porter,18
ces,ce,74
deux,deux,72
lignes,ligne,22
et,et,82
que,que,52
je,je,51
fusse,être,18
découvert,découvrir,12
",",",",p
je,je,51
perdrais,perdre,16
ma,mon,73
place,place,22
",",",",p
qui,qui,52
est,être,17
de,de,81
mille,mille,72
livres,livre,22
par,par,81
an,an,21
",",",",p
sans,sans,81
compter,compter,14
les,le,71
bénéfices,bénéfice,21
et,et,82
la,le,71
nourriture,nourriture,22
;,;,p
vous,vous,51
voyez,voir,17
donc,donc,82
bien,bien,60
que,que,83
je,je,51
serais,être,16
un,un,71
grand,grand,30
imbécile,imbécile,21
de,de,81
risquer,risquer,14
de,de,81
perdre,perdre,14
mille,mille,72
livres,livre,22
pour,pour,81
en,en,52
gagner,gagner,14
trois,trois,72
cents,cent,72
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
dit,dire,19
Dantès,Dantès,20
",",",",p
écoute,écouter,17
et,et,82
retiens,retenir,17
bien,bien,60
ceci,ceci,52
:,:,p
si,si,83
tu,tu,51
refuses,refuser,17
de,de,81
porter,porter,14
deux,deux,72
lignes,ligne,22
à,à,81
Mercédès,Mercédès,20
ou,ou,82
tout,tout,60
au,à,81
au,le,71
moins,moins,60
de,de,81
la,le,52
prévenir,prévenir,14
que,que,83
je,je,51
suis,être,17
ici,ici,60
",",",",p
un,un,71
jour,jour,21
je,je,51
t',tu,51
attendrai,attendre,15
caché,caché,31
derrière,derrière,81
ma,mon,73
porte,porte,22
",",",",p
et,et,82
au,à,81
au,le,71
moment,moment,21
où,où,60
tu,tu,51
entreras,entrer,15
",",",",p
je,je,51
te,tu,51
briserai,briser,15
la,le,71
tête,tête,22
avec,avec,81
cet,ce,74
escabeau,escabeau,21
/.,/.,P
-,-,p
des,de,81
des,le,71
menaces,menace,22
!,!,p
s',se,51
écria,écrier,19
le,le,71
geôlier,geôlier,21
en,en,81
faisant,faire,13
un,un,71
pas,pas,21
en,en,81
arrière,arrière,21
et,et,82
en,en,81
se,se,51
mettant,mettre,13
sur,sur,81
la,le,71
défensive,défensive,22
:,:,p
décidément,décidément,60
la,le,71
tête,tête,22
vous,vous,51
tourne,tourner,17
;,;,p
l',le,71
abbé,abbé,21
a,avoir,17
commencé,commencer,12
comme,comme,83
vous,vous,51
",",",",p
et,et,82
dans,dans,81
trois,trois,72
jours,jour,21
vous,vous,51
serez,être,15
fou,fou,30
à,à,81
lier,lier,14
",",",",p
comme,comme,83
lui,lui,51
;,;,p
heureusement,heureusement,60
que,que,83
l',l',94
on,on,51
a,avoir,17
des,de,81
des,le,71
cachots,cachot,21
au,à,81
au,le,71
château,château,21
d',de,81
If,If,20
/.,/.,P
“,“,p
Dantès,Dantès,20
prit,prendre,19
l',le,71
escabeau,escabeau,21
et,et,82
le,le,52
fit,faire,19
tournoyer,tournoyer,14
autour,autour,60
de,de,81
sa,son,73
tête,tête,22
/.,/.,P
“,“,p
c',ce,52
est,être,17
bien,bien,60
!,!,p
c',ce,52
est,être,17
bien,bien,60
!,!,p
dit,dire,12
le,le,71
geôlier,geôlier,21
",",",",p
eh,eh,93
bien,bien,60
",",",",p
puisque,puisque,83
vous,vous,51
le,le,52
voulez,vouloir,17
absolument,absolument,60
",",",",p
on,on,51
va,aller,17
prévenir,prévenir,14
le,le,71
gouverneur,gouverneur,21
/.,/.,P
-,-,p
à,à,81
la,le,71
bonne,bon,30
heure,heure,22
!,!,p
dit,dire,19
Dantès,Dantès,20
en,en,81
reposant,reposer,13
son,son,73
escabeau,escabeau,21
sur,sur,81
le,le,71
sol,sol,21
et,et,82
en,en,81
s',se,51
asseyant,asseoir,13
dessus,dessus,60
",",",",p
la,le,71
tête,tête,22
basse,bas,30
et,et,82
les,le,71
yeux,oeil,21
hagards,hagard,30
",",",",p
comme,comme,83
s',si,83
il,il,51
devenait,devenir,18
réellement,réellement,60
insensé,insensé,30
/.,/.,P
le,le,71
geôlier,geôlier,21
sortit,sortir,19
",",",",p
et,et,82
un,un,71
instant,instant,21
après,après,81
